t,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,ddq0,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6
9.699999999999999734e-01,8.029104469895316336e-09,-8.386926553971861820e-01,-9.744184621964324056e-09,-2.264797024908054290e-01,-3.356835333602441218e-08,2.453032103817363918e+00,-4.576612989495033471e-08,1.936913922086291876e-08,1.744882098571975737e+00,-2.350654039242800428e-08,1.049868892040900087e-01,-8.097915671896247568e-08,-1.657218046086560648e+00,-1.104046590574436656e-07,1.949958446642726760e-08,1.756633347361797659e+00,-2.366484977308213889e-08,1.056939438845847096e-01,-8.152452664290937397e-08,-1.668378904218169589e+00,-1.111482007656205555e-07
9.799999999999999822e-01,8.223765427887257193e-09,-8.211564904175286950e-01,-9.980426698583689174e-09,-2.254245782441353096e-01,-3.438219849685187153e-08,2.436376967583675945e+00,-4.687570303879693823e-08,1.956250840509772883e-08,1.762301893232925964e+00,-2.374121476220951880e-08,1.060350116265298404e-01,-8.178760118808488297e-08,-1.673762658524773572e+00,-1.115068690531601932e-07,1.917320330225081071e-08,1.727231077896505207e+00,-2.326875101352664118e-08,1.039248542657343760e-01,-8.015998115936541921e-08,-1.640453824584616971e+00,-1.092878186008385402e-07
9.899999999999999911e-01,8.420343654328444059e-09,-8.034476070038147899e-01,-1.021899558734124379e-08,-2.243590617932499920e-01,-3.520405943888951056e-08,2.419557790406451137e+00,-4.799620466878054189e-08,1.975258253451942736e-08,1.779424850636853073e+00,-2.397189022743587950e-08,1.070652738048648162e-01,-8.258226957985734260e-08,-1.690025347009791012e+00,-1.125902971402400519e-07,1.884059642152203862e-08,1.697267960515409291e+00,-2.286509667517437354e-08,1.021220192849223579e-01,-7.876940698809150042e-08,-1.611996074412499258e+00,-1.073919496699432264e-07
1.000000000000000000e+00,8.618805889676703521e-09,-7.855690013645535430e-01,-1.045985092419382141e-08,-2.232833334154364358e-01,-3.603379710951100551e-08,2.402577417962663997e+00,-4.912744520453970294e-08,1.993930003949402331e-08,1.796245424241346145e+00,-2.419849206671282185e-08,1.080773420121147049e-01,-8.336290448185779943e-08,-1.706000843661230393e+00,-1.136545923699719178e-07,1.850190133054712405e-08,1.666756382567754491e+00,-2.245405363676493334e-08,1.002861842700213391e-01,-7.735337902013417458e-08,-1.583017418702286960e+00,-1.054613777628943968e-07
1.010000000000000009e+00,8.819118265568812886e-09,-7.675237245543127251e-01,-1.070295160622822606e-08,-2.221975766879851211e-01,-3.687126991071028636e-08,2.385438748019844901e+00,-5.026923159541524166e-08,2.012260072545056507e-08,1.812758191377483508e+00,-2.442094722743344880e-08,1.090708899745778393e-01,-8.412925423057455100e-08,-1.721683998248711100e+00,-1.146994116315439362e-07,1.815725553563226613e-08,1.635708731402786942e+00,-2.203578877703795433e-08,9.841809454890415587e-02,-7.591247214654011777e-08,-1.553529622454452142e+00,-1.034968866696520326e-07
1.020000000000000018e+00,9.021246318571176798e-09,-7.493148812349801346e-01,-1.094825580834915113e-08,-2.211019784136570576e-01,-3.771633375659078790e-08,2.368144729259576309e+00,-5.142136739882946895e-08,2.030242577288121663e-08,1.828957853249841170e+00,-2.463918432577831682e-08,1.100455988718316153e-01,-8.488107291140661808e-08,-1.737069778191862035e+00,-1.157244196520441586e-07,1.780679654308364088e-08,1.604137394369750780e+00,-2.161046897473303719e-08,9.651849544944350601e-02,-7.444726125835588697e-08,-1.523544450669465533e+00,-1.014992601801759563e-07
1.030000000000000027e+00,9.225155003930416175e-09,-7.309456284370320356e-01,-1.119572099996701224e-08,-2.199967285461511546e-01,-3.856884213085440306e-08,2.350698360100995643e+00,-5.258365285866496399e-08,2.047871773734114832e-08,1.844839234936482608e+00,-2.485313364671531676e-08,1.110011573367318261e-01,-8.561812035866320210e-08,-1.752153268560311616e+00,-1.167292889964598940e-07,1.745066185920741437e-08,1.572054758817889031e+00,-2.117826110858976605e-08,9.458813229951197610e-02,-7.295832124662797298e-08,-1.493073668347796534e+00,-9.946928208442587100e-08
1.040000000000000036e+00,9.430808709324039862e-09,-7.124191743207947125e-01,-1.144530396168586112e-08,-2.188820201155712852e-01,-3.942864614429076046e-08,2.333102687524292840e+00,-5.375588498364379525e-08,2.065142054944862951e-08,1.860397285388967425e+00,-2.506272714399978639e-08,1.119372614554132173e-01,-8.634016215556420124e-08,-1.766929672073697555e+00,-1.177137000676783177e-07,1.708898899030976590e-08,1.539473212096446275e+00,-2.073933205734775150e-08,9.262775042698233319e-02,-7.144622700240297247e-08,-1.462129040489916099e+00,-9.740773617236167863e-08
1.050000000000000044e+00,9.638171268611036876e-09,-6.937387769377132418e-01,-1.169696080199122345e-08,-2.177580491538937124e-01,-4.029559459226617109e-08,2.315360805894211893e+00,-5.493785762570629150e-08,2.082047951488496240e-08,1.875627077432344025e+00,-2.526789844017441109e-08,1.128536147672890566e-01,-8.704696963423977373e-08,-1.781394309101657747e+00,-1.186773411064859553e-07,1.672191544269690456e-08,1.506405141554669536e+00,-2.029384869974663063e-08,9.063809515972742759e-02,-6.991155341672760123e-08,-1.430722332096297178e+00,-9.531540623394334713e-08
1.060000000000000053e+00,9.847205975582531518e-09,-6.749077429916136017e-01,-1.195064697393799455e-08,-2.166250146204340421e-01,-4.116953401221283312e-08,2.297475855783551069e+00,-5.612936155839020990e-08,2.098584131439453827e-08,1.890523807765156938e+00,-2.546858282656931985e-08,1.137499282650515781e-01,-8.773831987573073486e-08,-1.795542617663838936e+00,-1.196199081915691988e-07,1.634957872267502951e-08,1.472862934541804947e+00,-1.984197791452603387e-08,8.861991182562004021e-02,-6.835487538064846918e-08,-1.398865308167412280e+00,-9.319307605913081800e-08
1.070000000000000062e+00,1.005787559771241036e-08,-6.559294265999688900e-01,-1.220631729183831359e-08,-2.154831183273146211e-01,-4.205030874111791093e-08,2.279451022796661341e+00,-5.733018455520967245e-08,2.114745400378478458e-08,1.905082796959440605e+00,-2.566471726330199919e-08,1.146259203946715238e-01,-8.841399570998821292e-08,-1.809370153429890049e+00,-1.205411052395137902e-07,1.597211633655025058e-08,1.438858978407091094e+00,-1.938388658042548580e-08,8.657394575253257729e-02,-6.677676778521192153e-08,-1.366569733703726586e+00,-9.104152943788356951e-08
1.080000000000000071e+00,1.027014238990794758e-08,-6.368072280551649866e-01,-1.246392594794942458e-08,-2.143325648649317128e-01,-4.293776097301260087e-08,2.261289536392947053e+00,-5.854011146803411567e-08,2.130526701392621785e-08,1.919299489460723374e+00,-2.585624037927735938e-08,1.154813170553985330e-01,-8.907378571587392708e-08,-1.822872589719465752e+00,-1.214406440048052851e-07,1.558966579062881656e-08,1.404405660499778330e+00,-1.891974157618466981e-08,8.450094226833805566e-02,-6.517780552146476672e-08,-1.333847373705716155e+00,-8.886155016016179464e-08
1.090000000000000080e+00,1.048396810826043027e-08,-6.175445925857649954e-01,-1.272342652916155383e-08,-2.131735615274227003e-01,-4.383173081646127657e-08,2.242994668710367012e+00,-5.975892430546731972e-08,2.145923115075239738e-08,1.933169453588025277e+00,-2.604309247218769472e-08,1.163158515997608639e-01,-8.971748422115997567e-08,-1.836045717502225116e+00,-1.223182440798286819e-07,1.520236459121687035e-08,1.369515368169107905e+00,-1.844970978054315350e-08,8.240164670090903420e-02,-6.355856348045346907e-08,-1.300709993173849055e+00,-8.665392201592514373e-08
1.100000000000000089e+00,1.069931402379581526e-08,-5.981450091177731299e-01,-1.298477203368580573e-08,-2.120063182381331790e-01,-4.473205635205064069e-08,2.224569733388932047e+00,-6.098640231122652355e-08,2.160929859525994509e-08,1.946688381533858703e+00,-2.622521550851269017e-08,1.171292648335655190e-01,-9.034489130252895527e-08,-1.848885445397831617e+00,-1.231736328948686070e-07,1.481035024462060947e-08,1.334200488764326176e+00,-1.797395807224056399e-08,8.027680437811830771e-02,-6.191961655322466496e-08,-1.267169357108597350e+00,-8.441942879513355827e-08
1.110000000000000098e+00,1.091614093622531467e-08,-5.786120090359030410e-01,-1.324791488774199387e-08,-2.108310474750844377e-01,-4.563857368987867164e-08,2.206018084394207435e+00,-6.222232204252114956e-08,2.175542290350853560e-08,1.959852089364227945e+00,-2.640255312351941800e-08,1.179213050158982035e-01,-9.095581278557385484e-08,-1.861387799675952914e+00,-1.240065457181092888e-07,1.441376025714625293e-08,1.298473409634680609e+00,-1.749265333001654498e-08,7.812716062783879589e-02,-6.026153963082508343e-08,-1.233237230510435323e+00,-8.215885428774708566e-08
1.120000000000000107e+00,1.113440918769608416e-08,-5.589491649448383725e-01,-1.351280696224656660e-08,-2.096479641964403562e-01,-4.655111702704396734e-08,2.187343114840810898e+00,-6.346645744843214374e-08,2.189755900662095908e-08,1.972656517018633204e+00,-2.657505062126240731e-08,1.186917278591235470e-01,-9.155006024479834691e-08,-1.873548924256265069e+00,-1.248167256556347424e-07,1.401273213509991386e-08,1.262346518129410011e+00,-1.700596243261063427e-08,7.595346077794284945e-02,-5.858490760430104321e-08,-1.198925378379827933e+00,-7.987298228372519093e-08
1.130000000000000115e+00,1.135407867654178705e-08,-5.391600894305035307e-01,-1.377939958950042162e-08,-2.084572857659749423e-01,-4.746951870513453969e-08,2.168548255815914594e+00,-6.471857994829056804e-08,2.203566321078298561e-08,1.985097728310061926e+00,-2.674265497458349514e-08,1.194402965288846041e-01,-9.212745100361629783e-08,-1.885365080708443219e+00,-1.256039236514282404e-07,1.360740338478781955e-08,1.225832201597763405e+00,-1.651405225876249210e-08,7.375645015630345747e-02,-5.689029536469931304e-08,-1.164245565717250130e+00,-7.756259657302798765e-08
1.140000000000000124e+00,1.157510887103328909e-08,-5.192484338213225747e-01,-1.404764357987684141e-08,-2.072592318785392851e-01,-4.839360926771725096e-08,2.149636975202742217e+00,-6.597845851005700003e-08,2.216969319724351074e-08,1.997171910924997462e+00,-2.690531482511197534e-08,1.201667816441033543e-01,-9.268780813435221784e-08,-1.896832648252171349e+00,-1.263678984873728955e-07,1.319791151251610132e-08,1.188942847388980262e+00,-1.601708968721165958e-08,7.153687409079305393e-02,-5.517827780306625799e-08,-1.129209557523168206e+00,-7.522848094561503351e-08
1.150000000000000133e+00,1.179745882312923753e-08,-4.992178869494894311e-01,-1.431748923850931618e-08,-2.060540244855288416e-01,-4.932321751782664799e-08,2.130612776504072770e+00,-6.724585972870023114e-08,2.229960802231446289e-08,2.008875376423414849e+00,-2.706298048326451587e-08,1.208709612769804514e-01,-9.323096045824099627e-08,-1.907948123757136294e+00,-1.271084167832513425e-07,1.278439402459103113e-08,1.151690842852314045e+00,-1.551524159669785650e-08,6.929547790928484996e-02,-5.344942981044885192e-08,-1.093829118798061328e+00,-7.287141919144669352e-08
1.159999999999999920e+00,1.202108718222673438e-08,-4.790721739122290046e-01,-1.458888638197945941e-08,-2.048418877203507238e-01,-5.025817057545425961e-08,2.111479197665736329e+00,-6.852054790457648104e-08,2.242536811737084962e-08,2.020204560238782587e+00,-2.721560392824520180e-08,1.215526209529953494e-01,-9.375674254542810017e-08,-1.918708121743031514e+00,-1.278252529967458973e-07,1.236698842731873039e-08,1.114088575337003340e+00,-1.500867486596062397e-08,6.703300693965123791e-02,-5.170432627789342020e-08,-1.058116014542394678e+00,-7.049219510048247245e-08
1.169999999999999929e+00,1.224595220891194524e-08,-4.588150548330645062e-01,-1.486178435500486217e-08,-2.036230478238907904e-01,-5.119829393503761611e-08,2.092239809900116043e+00,-6.980228512180825472e-08,2.254693528885070472e-08,2.031156021678057311e+00,-2.736313880804545591e-08,1.222115536509059963e-01,-9.426499471496925660e-08,-1.929109374379551101e+00,-1.285181894234382129e-07,1.194583222700538998e-08,1.076148432192294280e+00,-1.449755637373957425e-08,6.475020650976499870e-02,-4.994354209644659259e-08,-1.022082009756640542e+00,-6.809159246268227209e-08
1.179999999999999938e+00,1.247201178871071302e-08,-4.384503236230836709e-01,-1.513613204712694423e-08,-2.023977330699809896e-01,-5.214341152294927536e-08,2.072898216509649671e+00,-7.109083132666330540e-08,2.266427271825516762e-08,2.041726443921693779e+00,-2.750554043944416773e-08,1.228475598027493343e-01,-9.475556303483084969e-08,-1.939148731486398214e+00,-1.291870161968098878e-07,1.152106292995716109e-08,1.037882800767428337e+00,-1.398205299877428319e-08,6.244782194749869814e-02,-4.816765215715483342e-08,-9.857388694412668739e-01,-6.567039506800576924e-08
1.189999999999999947e+00,1.269922344583922628e-08,-4.179818067422000905e-01,-1.541187790939887123e-08,-2.011661736908664233e-01,-5.309334575498611360e-08,2.053458051710326693e+00,-7.238594440593376948e-08,2.277734496214841389e-08,2.051912634023635995e+00,-2.764276580800758766e-08,1.234604472938409248e-01,-9.522829932188966921e-08,-1.948823160533278864e+00,-1.298315312882419108e-07,1.109281804248029415e-08,9.993040684116563099e-01,-1.346233161980443916e-08,6.012659858072541552e-02,-4.637723135106499084e-08,-9.490983585967506242e-01,-6.322938670641320982e-08
1.199999999999999956e+00,1.292754435695461649e-08,-3.974133619604220957e-01,-1.568896997107340408e-08,-1.999286018026728007e-01,-5.404791759385825229e-08,2.033922979455190294e+00,-7.368738026531507661e-08,2.288611795215770490e-08,2.061711522911322092e+00,-2.777477356808937989e-08,1.240500314627751011e-01,-9.568306114193300317e-08,-1.958129746639904800e+00,-1.304515405070150043e-07,1.066123507088092052e-08,9.604246224742185589e-01,-1.293855911556959153e-08,5.778728173731761258e-02,-4.457285456922346298e-08,-9.121722422235584160e-01,-6.076935116786415151e-08
1.209999999999999964e+00,1.315693136490561803e-08,-3.767488771191149777e-01,-1.596735585629077316e-08,-1.986852513308733359e-01,-5.500694660667828934e-08,2.014296692257835808e+00,-7.499489290778493901e-08,2.299055899497331498e-08,2.071120165385679446e+00,-2.790152404283056619e-08,1.246161351014247604e-01,-9.611971180965846578e-08,-1.967065692575989733e+00,-1.310468575003092544e-07,1.022645152146524595e-08,9.212568503043618851e-01,-1.241090236480937572e-08,5.543061674514813270e-02,-4.275509670267692595e-08,-8.749722853221633123e-01,-5.829107224231858214e-08
1.219999999999999973e+00,1.338734099248316712e-08,-3.559922688922685374e-01,-1.624698280076655586e-08,-1.974363579357562293e-01,-5.597025102245029875e-08,1.994582910015912036e+00,-7.630823451198239385e-08,2.309063677234863405e-08,2.080135740121131338e+00,-2.802297922415960529e-08,1.251585884549417382e-01,-9.653812038867431513e-08,-1.975628318761255109e+00,-1.316173037532045605e-07,9.788604900539423295e-09,8.818131392513282041e-01,-1.187952824626336594e-08,5.305734893208954861e-02,-4.092453264247183745e-08,-8.375102528930334911e-01,-5.579533371973617190e-08
1.229999999999999982e+00,1.361872945617106020e-08,-3.351474815477593072e-01,-1.652779766847955570e-08,-1.961821589378916486e-01,-5.693764778955904203e-08,1.974785378834619909e+00,-7.762715551058676618e-08,2.318632134110009479e-08,2.088755549665592959e+00,-2.813910277279234987e-08,1.256772292217565035e-01,-9.693816169149921488e-08,-1.983815063265426337e+00,-1.321627085886803973e-07,9.347832714409661635e-09,8.421058766643647608e-01,-1.134460363867120422e-08,5.066822362601473145e-02,-3.908173727965490666e-08,-7.997979099366425704e-01,-5.328291939007695494e-08
1.239999999999999991e+00,1.385105267989656768e-08,-3.142184857086189886e-01,-1.680974696835967162e-08,-1.949228932435992379e-01,-5.790895263325897437e-08,1.954907869850213586e+00,-7.895140466869664507e-08,2.327758413310718255e-08,2.096977020440470962e+00,-2.824986001823202673e-08,1.261719025535782968e-01,-9.731971627956226080e-08,-1.991623481808233231e+00,-1.326829091676157882e-07,8.904272469382160131e-09,8.021474498927176899e-01,-1.080629542077251935e-08,4.826398615479649684e-02,-3.722728550527278980e-08,-7.618470214534627249e-01,-5.075461304330085953e-08
1.250000000000000000e+00,1.408426630878107917e-08,-2.932092771142960075e-01,-1.709277687097576717e-08,-1.936588012704149320e-01,-5.888398011316343629e-08,1.934954178053499563e+00,-8.028072916220899216e-08,2.336439795531242878e-08,2.104797702740662135e+00,-2.835521795876924007e-08,1.266424610553948671e-01,-9.768267046320292781e-08,-1.999051247759407790e+00,-1.331777504887891993e-07,8.458061671763033572e-09,7.619502462856259095e-01,-1.026477047130684087e-08,4.584538184630721630e-02,-3.536175221037179902e-08,-7.236693524439593572e-01,-4.821119846936736395e-08
1.260000000000000009e+00,1.431832572289071550e-08,-2.721238753819232858e-01,-1.737683322522355636e-08,-1.923901248725585766e-01,-5.986254368073370611e-08,1.914928121113336879e+00,-8.161487465619797218e-08,2.344673698972147057e-08,2.112215270734560946e+00,-2.845514526148204429e-08,1.270887647854729852e-01,-9.802691630167136114e-08,-2.006096152138690858e+00,-1.336470853888790162e-07,8.009337827858562181e-09,7.215266531923425486e-01,-9.720195669013891876e-09,4.341315602842013566e-02,-3.348571228599892141e-08,-6.852766679086117474e-01,-4.565345945823687292e-08
1.270000000000000018e+00,1.455318605098696405e-08,-2.509663227675833497e-01,-1.766186157501345630e-08,-1.911171072664009096e-01,-6.084445573676805920e-08,1.894833538200138445e+00,-8.295358538329399538e-08,2.352457679340301093e-08,2.119227522464053326e+00,-2.854961226223590099e-08,1.275106812553582214e-01,-9.835235160312819103e-08,-2.012756103615829240e+00,-1.340907745424631996e-07,7.558238443974822696e-09,6.808890579621029726e-01,-9.172737892633157237e-09,4.096805402900740439e-02,-3.159974062320030366e-08,-6.466807328478818562e-01,-4.308217979986863974e-08
1.280000000000000027e+00,1.478880218427733713e-08,-2.297406829275696616e-01,-1.794780717595849947e-08,-1.898399929559307919e-01,-6.182952768889103230e-08,1.874674288809367484e+00,-8.429660422206291858e-08,2.359789429848873937e-08,2.125832379844511788e+00,-2.863859096568356645e-08,1.279080854298743908e-01,-9.865887992464417542e-08,-2.019029128510566817e+00,-1.345086864620188884e-07,7.104901026418082933e-09,6.400498479441596444e-01,-8.622564020904346813e-09,3.851082117594221976e-02,-2.970441211302289318e-08,-6.078933122622478535e-01,-4.049814328422300295e-08
1.290000000000000036e+00,1.502512879016595268e-08,-2.084510396796570575e-01,-1.823461501206215666e-08,-1.885590276582224667e-01,-6.281757000904231725e-08,1.854454251585041291e+00,-8.564367277538467733e-08,2.366666781217348415e-08,2.132027888664808302e+00,-2.872205504526529680e-08,1.282808597271244688e-01,-9.894641057220087491e-08,-2.024913370792659872e+00,-1.349006974979232730e-07,6.649463081494468433e-09,5.990214104877521484e-01,-8.069840932567001721e-09,3.604220279709700187e-02,-2.780030164651304179e-08,-5.689261711521761411e-01,-3.790213370125950039e-08
1.300000000000000044e+00,1.526212032600420753e-08,-1.871014957643633014e-01,-1.852222981240625251e-08,-1.872744582289027349e-01,-6.380839229096603859e-08,1.834177323143229676e+00,-8.699453144883257964e-08,2.373087701671509643e-08,2.137812218587303192e+00,-2.879997984320868256e-08,1.286288940184899809e-01,-9.921485860069016306e-08,-2.030407092081864207e+00,-1.352666918384529074e-07,6.192062115510209789e-09,5.578161329421293946e-01,-7.514735506360790461e-09,3.356294422034473285e-02,-2.588798411471753478e-08,-5.297910745181415582e-01,-3.529493484093824563e-08
1.310000000000000053e+00,1.549973105284140275e-08,-1.656961716062141932e-01,-1.881059606783883806e-08,-1.859865325876181863e-01,-6.480180330769981935e-08,1.813847416895552955e+00,-8.834891952905222922e-08,2.379050296943448339e-08,2.143183663147849138e+00,-2.887234237052871814e-08,1.289520856286311135e-01,-9.946414481391433229e-08,-2.035508671647942247e+00,-1.356065615097839208e-07,5.732835634771446605e-09,5.164464026565325216e-01,-6.957414621025268212e-09,3.107379077355791608e-02,-2.396803440868278353e-08,-4.904997873606116721e-01,-3.267733049321885591e-08
1.320000000000000062e+00,1.573791504917532600e-08,-1.442392040750115623e-01,-1.909965804766201038e-08,-1.846954996435025143e-01,-6.579761106906374097e-08,1.793468461872687048e+00,-8.970657526214032962e-08,2.384552810271568759e-08,2.148140639755796943e+00,-2.893912130702787460e-08,1.292503393354872132e-01,-9.969419576458646445e-08,-2.040216606410665268e+00,-1.359202063759924146e-07,5.271921145584377214e-09,4.749246069802074421e-01,-6.398045155300065426e-09,2.857548778460935676e-02,-2.204102741945544428e-08,-4.510640746800586576e-01,-3.005010444806127935e-08
1.330000000000000071e+00,1.597662622470295624e-08,-1.227347452470948230e-01,-1.938935981631986452e-08,-1.834016092206434967e-01,-6.679562287914967381e-08,1.773044401547857474e+00,-9.106723593202401771e-08,2.389593622400571167e-08,2.152681689693982658e+00,-2.900029700129590448e-08,1.295235673702757606e-01,-9.990494375432967643e-08,-2.044529510939802730e+00,-1.362075341390536153e-07,4.809456154255174306e-09,4.332631332623981257e-01,-5.836793987924778640e-09,2.606878058137173174e-02,-2.010753803808206407e-08,-4.114957014769528021e-01,-2.741404049542531188e-08
1.340000000000000080e+00,1.621581833407104440e-08,-1.011869611666076363e-01,-1.967964525008631971e-08,-1.821051119835503940e-01,-6.779564539381022387e-08,1.752579192660343121e+00,-9.243063793883957514e-08,2.394171251581467051e-08,2.156805478118737351e+00,-2.905585147071000060e-08,1.297716894174932578e-01,-1.000963268336777686e-07,-2.048446117455130722e+00,-1.364684603388425364e-07,4.345578167090059376e-09,3.914743688523527609e-01,-5.273827997639062294e-09,2.355441449171797805e-02,-1.816814115560939177e-08,-3.718064327517682788e-01,-2.476992242527102403e-08
1.350000000000000089e+00,1.645544499062677015e-08,-7.960003060676279496e-02,-1.997045805375301183e-08,-1.808062593626211245e-01,-6.879748467814794414e-08,1.732076804038974016e+00,-9.379651687731164276e-08,2.398284353571574491e-08,2.160510794059886219e+00,-2.910576840143477951e-08,1.299946326149149511e-01,-1.002682888020750133e-07,-2.051965275826432400e+00,-1.367029083531338198e-07,3.880424690395157137e-09,3.495707010993108765e-01,-4.709314063182459158e-09,2.103313484352051232e-02,-1.622341166308377593e-08,-3.320080335049712672e-01,-2.211853402755794703e-08
1.360000000000000098e+00,1.669545968016833578e-08,-5.797814383110799774e-02,-2.026174177731713609e-08,-1.795053034796094127e-01,-6.980094626400430778e-08,1.711541215425634199e+00,-9.516460761513197177e-08,2.401931721634516177e-08,2.163796550420744591e+00,-2.915003314842221530e-08,1.301923315535947479e-01,-1.004207792078760883e-07,-2.055085953573493107e+00,-1.369108093976016821e-07,3.414133230476688670e-09,3.075645173525207721e-01,-4.143419063294623672e-09,1.850568696465227508e-02,-1.427392445155196540e-08,-2.921122687370361626e-01,-1.946065909224615474e-08
1.370000000000000107e+00,1.693581577469564948e-08,-3.632550135478940234e-02,-2.055343983266937923e-08,-1.782024970730920477e-01,-7.080583520744894600e-08,1.690976416298757723e+00,-9.653464437133866458e-08,2.405112286540222383e-08,2.166661783978122369e+00,-2.918863273541170581e-08,1.303647282778653549e-01,-1.005537533483462095e-07,-2.057807235866104811e+00,-1.370921025258199951e-07,2.946841293640844449e-09,2.654682049612277495e-01,-3.576309876715173879e-09,1.597281618298602643e-02,-1.232025441206058335e-08,-2.521309034484344180e-01,-1.679708140929554232e-08
1.380000000000000115e+00,1.717646654616089934e-08,-1.464631270581939759e-02,-2.084549551028171919e-08,-1.768980934239361980e-01,-7.181195614626863442e-08,1.670386404696832638e+00,-9.790636079469493923e-08,2.407825116564927327e-08,2.169105655382318254e+00,-2.922155585493000976e-08,1.305117722853380569e-01,-1.006671722696609319e-07,-2.060128325524061221e+00,-1.372467346292620199e-07,2.478686386193780623e-09,2.232941512746742518e-01,-3.008153382183687293e-09,1.343526782639435993e-02,-1.036297643565610567e-08,-2.120757026396349609e-01,-1.412858476866581473e-08
1.390000000000000124e+00,1.741736518021923991e-08,7.055204813662285801e-03,-2.113785199589537385e-08,-1.755923462807664204e-01,-7.281911335745651773e-08,1.649775186041897879e+00,-9.927949004206837026e-08,2.410069417491174471e-08,2.171127449157128186e+00,-2.924879286829132944e-08,1.306334205269030491e-01,-1.007610027669064151e-07,-2.062048543017164448e+00,-1.373746604373008579e-07,2.009806014441647133e-09,1.810547436421020284e-01,-2.439116458439733980e-09,1.089378722274982232e-02,-8.402665413384986769e-09,-1.719584313111059415e-01,-1.145595296031664213e-08
1.400000000000000133e+00,1.765846478997936627e-08,2.877482736611924885e-02,-2.143045238720860733e-08,-1.742855097854320578e-01,-7.382711081470108284e-08,1.629146771963045026e+00,-1.006537648568096398e-07,2.411844532607811551e-08,2.172726573699838237e+00,-2.927033580559723463e-08,1.307296374067291322e-01,-1.008352173840792373e-07,-2.063567326465219676e+00,-1.374758425172091592e-07,1.540337684690704145e-09,1.387623694127628760e-01,-1.869365984223018011e-09,8.349119699925564020e-03,-6.439896236294140965e-09,-1.317908544633250301e-01,-8.779969774208321730e-09
1.409999999999999920e+00,1.789971842975419721e-08,5.050832581735709148e-02,-2.172323971056466874e-08,-1.729778383984743040e-01,-7.483575224587542320e-08,1.608505179119916972e+00,-1.020289176471317787e-07,2.413149942709992235e-08,2.173902561281225498e+00,-2.928617836573668575e-08,1.308003947822638791e-01,-1.008897944140864088e-07,-2.064684231638035605e+00,-1.375502512741590695e-07,1.070418903247093950e-09,9.642941593589782201e-02,-1.299068838273098494e-09,5.802010585794093595e-03,-4.475243795429985435e-09,-9.158473709675975238e-02,-6.101419000300477390e-09
1.419999999999999929e+00,1.814107910881147582e-08,7.225146697525608452e-02,-2.201615693763961842e-08,-1.716695868245934897e-01,-7.584484119052621198e-08,1.587854428026208131e+00,-1.034046805644889701e-07,2.413985266099177114e-08,2.174655068045562079e+00,-2.929631591638605042e-08,1.308456719642335786e-01,-1.009247178987454250e-07,-2.065398931955427120e+00,-1.375978649512223891e-07,6.001871764170053689e-10,5.406827056075218241e-02,-7.283918993295927474e-10,3.253205208228170282e-03,-2.509282981839135881e-09,-5.135184421188166565e-02,-3.421084428552997677e-09
1.429999999999999938e+00,1.838249980512440302e-08,9.400001482850672829e-02,-2.230914700213021374e-08,-1.703610099381163145e-01,-7.685418105736282081e-08,1.567198541873165984e+00,-1.047807855819556322e-07,2.414350258583133043e-08,2.174983874010610663e+00,-2.930074549400910014e-08,1.308654557166432642e-01,-1.009399776287842661e-07,-2.065711218487213952e+00,-1.376186696293705467e-07,1.297800105065637100e-10,1.169132063656555705e-02,-1.575020461320407254e-10,7.034488951002141818e-04,-5.425886865679418609e-10,-1.110394080915688003e-02,-7.397498489254123630e-10
1.439999999999999947e+00,1.862393347912227122e-08,1.157497317853439789e-01,-2.260215281644178820e-08,-1.690523627084630776e-01,-7.786357518174649147e-08,1.546541545353089298e+00,-1.061569645726053275e-07,2.414244813475931812e-08,2.174888883067627177e+00,-2.929946580385697389e-08,1.308597402567766022e-01,-1.009355691438413315e-07,-2.065620999953218462e+00,-1.376126592274744666e-07,-3.406650881779459687e-10,-3.068904648740809760e-02,4.134338425798240074e-10,-1.846513025716492234e-03,1.424264199336579121e-09,2.914720811093482813e-02,1.941800948621840531e-09
1.449999999999999956e+00,1.886533308744111444e-08,1.374963799122848052e-01,-2.289511728837614391e-08,-1.677439001256146311e-01,-7.887282688317944139e-08,1.525887463482827000e+00,-1.075329493878900042e-07,2.413668961597954455e-08,2.174370122981360787e+00,-2.929247721996825423e-08,1.308285272551961975e-01,-1.009114937324655847e-07,-2.065128302723272302e+00,-1.375798355023048865e-07,-8.110106133303983071e-10,-7.306044346192920591e-02,9.842488880664616017e-10,-4.395935226349531252e-03,3.390700784828077921e-09,6.938983754792735215e-02,4.622784174129232472e-09
1.459999999999999964e+00,1.910665159667427245e-08,1.592357221728570860e-01,-2.318798333781935791e-08,-1.664358771255802227e-01,-7.988173952279377066e-08,1.505240320427283507e+00,-1.089084719360185092e-07,2.412622871275883633e-08,2.173427745390050791e+00,-2.927978178516886145e-08,1.307718258357431496e-01,-1.008677584321163025e-07,-2.064233270817205312e+00,-1.375202080485318810e-07,-1.281119058644612214e-09,-1.154104829377531338e-01,1.554776211588264276e-09,-6.944072378926182017e-03,5.356146178859971304e-09,1.096121825013497836e-01,7.302416037636916461e-09
