t,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,ddq0,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6
1.959999999999999964e+00,3.007613970638651326e-08,1.147429529594016229e+00,-3.650064077679675173e-08,-1.069777659690724358e-01,-1.257433488919068815e-07,5.666940358218082174e-01,-1.714348744249313287e-07,1.804749642804549463e-08,1.625821007441512256e+00,-2.190258425687289645e-08,9.782316530935694643e-02,-7.545358753255432935e-08,-1.544138664408199357e+00,-1.028712565518967682e-07,-2.144537516396596933e-08,-1.931921227581386624e+00,2.602627673714866289e-08,-1.162407477485792318e-01,8.965955463984614090e-08,1.834860203211323038e+00,1.222392645506086769e-07
1.969999999999999973e+00,3.025553777669994141e-08,1.163590726941964748e+00,-3.671835969233864207e-08,-1.060053714234678313e-01,-1.264933824522698830e-07,5.513447879194397494e-01,-1.724574486633973996e-07,1.783165815746916285e-08,1.606377069834325377e+00,-2.164064122638089388e-08,9.665325329929756737e-02,-7.455120354224648361e-08,-1.525671603329411985e+00,-1.016409721080294383e-07,-2.172105917553204919e-08,-1.956756409525147067e+00,2.636084903174214126e-08,-1.177350426910437620e-01,9.081214374166205730e-08,1.858447648878125635e+00,1.238106714653649772e-07
1.979999999999999982e+00,3.043276380265753882e-08,1.179556254194790599e+00,-3.693344259768915785e-08,-1.050447500484482100e-01,-1.272343350556380843e-07,5.361813795147551964e-01,-1.734676421856205738e-07,1.761309986922739960e-08,1.586688097583208723e+00,-2.137539716095948587e-08,9.546859792919427934e-02,-7.363744760947409326e-08,-1.506971818312331735e+00,-1.003951834840559255e-07,-2.198935577933846444e-08,-1.980926091809490863e+00,2.668645590991118838e-08,-1.191892955360704526e-01,9.193384731759604457e-08,1.881403030036872037e+00,1.253399699402095388e-07
1.989999999999999991e+00,3.060779095574485923e-08,1.195323694487497646e+00,-3.714585693355118972e-08,-1.040960472630867717e-01,-1.279660945364448312e-07,5.212061060478245800e-01,-1.744653020682852066e-07,1.739189612492929083e-08,1.566760807621498941e+00,-2.110694254916656497e-08,9.426960334666059649e-02,-7.271263146395104275e-08,-1.488045688827037472e+00,-9.913431568332490165e-08,-2.225012746907893322e-08,-2.004417887085163219e+00,2.700293049291606462e-08,-1.206027609557859953e-01,9.302409047660108254e-08,1.903714581687081964e+00,1.268263761851819041e-07
2.000000000000000000e+00,3.078059315993874181e-08,1.210890698743779081e+00,-3.735557105385699451e-08,-1.031594044077148720e-01,-1.286885518751646395e-07,5.064211985757789414e-01,-1.754502796772978999e-07,1.716812286124709428e-08,1.546602040756034802e+00,-2.083536954834755002e-08,9.305668115258934614e-02,-7.177707258430212509e-08,-1.468899711993622681e+00,-9.785880154708523565e-08,-2.250323673844736223e-08,-2.027219408002927992e+00,2.731010590201727518e-08,-1.219746936223181644e-01,9.408229832763097156e-08,1.925370538828292233e+00,1.282691064103227536e-07
2.010000000000000231e+00,3.095114510545817636e-08,1.226254986914775413e+00,-3.756255424245639201e-08,-1.022349586693877543e-01,-1.294016012558034122e-07,4.918288225962856863e-01,-1.764224307461680930e-07,1.694185738991590532e-08,1.526218761667127888e+00,-2.056077198463499247e-08,9.183025040115090631e-02,-7.083109419806169185e-08,-1.449540502582167045e+00,-9.656908175448422033e-08,-2.274854608113746299e-08,-2.049318267213530831e+00,2.760781525847508704e-08,-1.233043482077936792e-01,9.510789597963869145e-08,1.946359136460023231e+00,1.296673768256716297e-07
2.020000000000000018e+00,3.111942226251475830e-08,1.241414349217791147e+00,-3.776677672980434640e-08,-1.013228430073531139e-01,-1.301051401233865658e-07,4.774310768710687825e-01,-1.773816154543856095e-07,1.671317839773424920e-08,1.505618058908614776e+00,-2.028324535294927112e-08,9.059073759979632823e-02,-6.987502528167606194e-08,-1.429974793012785073e+00,-9.526560482257072212e-08,-2.298591799084314552e-08,-2.070702077367735150e+00,2.789589168354999548e-08,-1.245909793843402724e-01,9.610030854157800287e-08,1.966668609581811111e+00,1.310204036412692129e-07
2.030000000000000249e+00,3.128540089506343471e-08,1.256366647375042112e+00,-3.796820970964906375e-08,-1.004231860785173014e-01,-1.307990692414488238e-07,4.632299922493956501e-01,-1.783276985058006920e-07,1.648216594656336308e-08,1.484807144907793530e+00,-2.000288681699775177e-08,8.933857670925353378e-02,-6.890920056050058348e-08,-1.410209433355566810e+00,-9.394882710629130333e-08,-2.321521496125821727e-08,-2.091358451116295925e+00,2.817416829850238329e-08,-1.258338418240851908e-01,9.705896112240229591e-08,1.986287193193184697e+00,1.323274030671555485e-07
2.040000000000000036e+00,3.144905807455303872e-08,1.271109815852379699e+00,-3.816682535571966606e-08,-9.953611216291335939e-02,-1.314832927495227929e-07,4.492275304915875900e-01,-1.792605492070022376e-07,1.624890147332775519e-08,1.463793355965473442e+00,-1.971979520927544897e-08,8.807420914353029928e-02,-6.793396050880196307e-08,-1.390251391330625585e+00,-9.261921279849327933e-08,-2.343629948607639969e-08,-2.111275001109958804e+00,2.844247822459252074e-08,-1.270321901991551816e-01,9.798327883106459007e-08,2.005203122293664375e+00,1.335875913133702846e-07
2.049999999999999822e+00,3.161037169367693630e-08,1.285641863098029303e+00,-3.836259683841416970e-08,-9.866174108916792029e-02,-1.321577182206282011e-07,4.354255830925155557e-01,-1.801800415456970117e-07,1.601346779001487064e-08,1.442584152255943941e+00,-1.943407103106460907e-08,8.679808376991239582e-02,-6.694965134975677035e-08,-1.370107752308067139e+00,-9.127723392992282601e-08,-2.364903405899172521e-08,-2.130439339999499193e+00,2.870065458308106526e-08,-1.281852791816786574e-01,9.887268677651917543e-08,2.023404631882797844e+00,1.348001845899547901e-07
2.060000000000000053e+00,3.176932048012378564e-08,1.299960872781335874e+00,-3.855549834148746382e-08,-9.780018815996774362e-02,-1.328222567187615851e-07,4.218259701050910415e-01,-1.810860542690893393e-07,1.577594908367528333e-08,1.421187117826994362e+00,-1.914581645243496171e-08,8.551065690896476890e-02,-6.595662505545240405e-08,-1.349785719308008947e+00,-8.992337036922613122e-08,-2.385328117369771013e-08,-2.148839080435644977e+00,2.894853049522803896e-08,-1.292923634437813107e-01,9.972661006771822445e-08,2.040879956960087949e+00,1.359643991069474690e-07
2.069999999999999840e+00,3.192588401032794574e-08,1.314065005031478384e+00,-3.874550507873891160e-08,-9.695156407752836270e-02,-1.334768228563842845e-07,4.084304389637853916e-01,-1.819784709622587311e-07,1.553643091642263311e-08,1.399609960599906167e+00,-1.885513531224364706e-08,8.421239233453106654e-02,-6.495523934688673470e-08,-1.329292613000572887e+00,-8.855810982294902417e-08,-2.404890332388842330e-08,-2.166461835069174224e+00,2.918593908229413897e-08,-1.303526976575917207e-01,1.005444738136161993e-07,2.057617332525085274e+00,1.370794510743899019e-07
2.080000000000000071e+00,3.208004272322032839e-08,1.327952497676225141e+00,-3.893259331070051396e-08,-9.611597486905987253e-02,-1.341213348519126852e-07,3.952406633081100296e-01,-1.828571801265402888e-07,1.529500022543360258e-08,1.377860512369451840e+00,-1.856213311813516611e-08,8.290376127373356996e-02,-6.394585769396797229e-08,-1.308635871705884357e+00,-8.718194783553679016e-08,-2.423576300325761922e-08,-2.183295216550836582e+00,2.941271346553967527e-08,-1.313655364952368565e-01,1.013257031231662252e-07,2.073604993577313760e+00,1.381445567023218958e-07
2.089999999999999858e+00,3.223177793397884650e-08,1.341621667480653590e+00,-3.911674036132457698e-08,-9.529352181223504914e-02,-1.347557145872064515e-07,3.822582418061299947e-01,-1.837220752579026493e-07,1.505174532294790719e-08,1.355946728803893331e+00,-1.826691704654138738e-08,8.158524240697312413e-02,-6.292884931551473241e-08,-1.287823051394070717e+00,-8.579538778933417056e-08,-2.441372270549897302e-08,-2.199326837531373702e+00,2.962868676622487182e-08,-1.323301346288432156e-01,1.020697231053211366e-07,2.088831175116289796e+00,1.391589322007827549e-07
2.100000000000000089e+00,3.238107184777919987e-08,1.355070911385895860e+00,-3.929792463467171679e-08,-9.448430136065608109e-02,-1.353798876650582407e-07,3.694846969779561618e-01,-1.845730549253276752e-07,1.480675589626838786e-08,1.333876689444990937e+00,-1.796959594268165272e-08,8.025732186792966516e-02,-6.190458917925630095e-08,-1.266861825685269727e+00,-8.439894090458582604e-08,-2.458264492430661309e-08,-2.214544310661570314e+00,2.983369210561049192e-08,-1.332457467305397381e-01,1.027759588690356602e-07,2.103284112141569739e+00,1.401217937798144565e-07
2.109999999999999876e+00,3.252790757354536326e-08,1.368298707747864773e+00,-3.947612563159862622e-08,-9.368840506932218926e-02,-1.359937834666823582e-07,3.569214740192507840e-01,-1.854100228491889548e-07,1.456012300776086875e-08,1.311658597707990426e+00,-1.767028032056259540e-08,7.892049324356140150e-02,-6.087345800183214446e-08,-1.245759985849616669e+00,-8.299312623943562191e-08,-2.474239215337404249e-08,-2.228935248592151641e+00,3.002756260495655108e-08,-1.341116274724519775e-01,1.034438355232618493e-07,2.116952039652654438e+00,1.410323576494552727e-07
2.120000000000000107e+00,3.267226913770028613e-08,1.381303617575992737e+00,-3.965132396644598048e-08,-9.290591952009669141e-02,-1.365973352092039955e-07,3.445699396247263735e-01,-1.862328879796309105e-07,1.431193909485439709e-08,1.289300780881644348e+00,-1.736908236297845438e-08,7.757525757410616007e-02,-5.983584224879286300e-08,-1.224525440807265664e+00,-8.157847068992791185e-08,-2.489282688639515801e-08,-2.242487263973881539e+00,3.021013138552352804e-08,-1.349270315267076803e-01,1.040727781769534912e-07,2.129823192649080710e+00,1.418898400197458573e-07
2.129999999999999893e+00,3.281414149791663875e-08,1.394084285771976850e+00,-3.982350138372648836e-08,-9.213692624717348401e-02,-1.371904800031489182e-07,3.324313808116334812e-01,-1.870415645749485689e-07,1.406229797004078825e-08,1.266811690128171408e+00,-1.706611592151049862e-08,7.622212335307891606e-02,-5.879213413459826448e-08,-1.203166217128350590e+00,-8.015550899000497041e-08,-2.503381161706383659e-08,-2.255187969457519870e+00,3.038123156857188829e-08,-1.356912135654344265e-01,1.046622119390642008e-07,2.141885806130382264e+00,1.426934571007266793e-07
2.140000000000000124e+00,3.295351055686715464e-08,1.406639442368488924e+00,-3.999264077481240080e-08,-9.138150166254577211e-02,-1.377731589099313008e-07,3.205070037432853347e-01,-1.878359722799649491e-07,1.381129482087530572e-08,1.244199900483317522e+00,-1.676149651652786748e-08,7.486160652727542886e-02,-5.774273162262028959e-08,-1.181690459033042595e+00,-7.872478371151088399e-08,-2.516520883907398495e-08,-2.267024977693830490e+00,3.054069627536213705e-08,-1.364034282607599624e-01,1.052115619185478183e-07,2.153128115096095918e+00,1.434424251024383926e-07
2.149999999999999911e+00,3.309036317597554874e-08,1.418967903767935690e+00,-4.015872619462372096e-08,-9.063971698147196832e-02,-1.383453169993440764e-07,3.087979325525349594e-01,-1.886160362044116268e-07,1.355902620997588845e-08,1.221474110856286099e+00,-1.645534133718661785e-08,7.349423049676812036e-02,-5.668803842513968322e-08,-1.160106428391484812e+00,-7.728684526418713048e-08,-2.528688104611925504e-08,-2.277985901333552832e+00,3.068835862715446188e-08,-1.370629302848106468e-01,1.057202532243570191e-07,2.163538354545736286e+00,1.441359602349201955e-07
2.160000000000000142e+00,3.322468718916705834e-08,1.431068573981187475e+00,-4.032174287831601060e-08,-8.991163814794300713e-02,-1.389069034070476715e-07,2.973052081652802769e-01,-1.893816870013072605e-07,1.330559007502383416e-08,1.198643144029799990e+00,-1.614776924143058104e-08,7.212052611490975262e-02,-5.562846400334892598e-08,-1.138422504723850537e+00,-7.584225189567649668e-08,-2.539869073189351718e-08,-2.288058353027447644e+00,3.082405174520930843e-08,-1.376689743097140872e-01,1.061877109654454446e-07,2.173104759478836634e+00,1.447732787082125567e-07
2.169999999999999929e+00,3.335647141661887817e-08,1.442940445866290444e+00,-4.048167725796796480e-08,-8.919732576015099168e-02,-1.394578713920582381e-07,2.860297871239834144e-01,-1.901328609453354297e-07,1.305108572876329308e-08,1.175715946660055744e+00,-1.583890075599071104e-08,7.074103168833066613e-02,-5.456442356735007690e-08,-1.116647185200299708e+00,-7.439156969152015349e-08,-2.550050039009059206e-08,-2.297229945426270348e+00,3.094760875078708264e-08,-1.382208150075975028e-01,1.066133602507665248e-07,2.181815564894926673e+00,1.453535967323556011e-07
2.180000000000000160e+00,3.348570567851116459e-08,1.454582602367242794e+00,-4.063851697926980733e-08,-8.849683499595409342e-02,-1.399981783942384534e-07,2.749725404111353910e-01,-1.908695000112258871e-07,1.279561385900162201e-08,1.152701589276754701e+00,-1.552885807638554436e-08,6.935629297694072271e-02,-5.349633807615625577e-08,-1.094789084641009103e+00,-7.293537257515968078e-08,-2.559217251440434339e-08,-2.305488291180780802e+00,3.105886276514823017e-08,-1.387177070505885013e-01,1.069966261892738747e-07,2.189659005793539670e+00,1.458761305173897707e-07
2.189999999999999947e+00,3.361238080877739126e-08,1.465994217752696782e+00,-4.079225091821076615e-08,-8.781021553834555959e-02,-1.405277860917851692e-07,2.641342522727843090e-01,-1.915915519521317350e-07,1.253927652860918575e-08,1.129609266283086555e+00,-1.521776506692095193e-08,6.796686319392819531e-02,-5.242463423769085564e-08,-1.072856935516156573e+00,-7.147424230793599540e-08,-2.567356959852852237e-08,-2.312821002941727766e+00,3.115764690955305107e-08,-1.391589051108139408e-01,1.073369338899206328e-07,2.196623317174198231e+00,1.463400962733548463e-07
2.200000000000000178e+00,3.373648866885492319e-08,1.477174558854696285e+00,-4.094286919776693933e-08,-8.713751150092077791e-02,-1.410466604587187558e-07,2.535156190420346789e-01,-1.922989703780084016e-07,1.228217717551937865e-08,1.106448295955730243e+00,-1.490574726069014898e-08,6.657330300575994841e-02,-5.134974450878756930e-08,-1.050859587945920604e+00,-7.000876848908939085e-08,-2.574455413615697287e-08,-2.319215693359868435e+00,3.124379430526197778e-08,-1.395436638604012625e-01,1.076337084616602821e-07,2.202696734036433845e+00,1.467447102102910583e-07
2.209999999999999964e+00,3.385802216143596134e-08,1.488122986307433449e+00,-4.109036320458949183e-08,-8.647876135334334191e-02,-1.415547718223730545e-07,2.431172479625245408e-01,-1.929917148339942052e-07,1.202442061272868413e-08,1.083228120444859499e+00,-1.459293185957378774e-08,6.517618053218168783e-02,-5.027210709519068705e-08,-1.028806009700487856e+00,-6.853954855575993438e-08,-2.580498862098347586e-08,-2.324659975085956010e+00,3.131713807353535666e-08,-1.398712379714774912e-01,1.078863750134461065e-07,2.207867491379772229e+00,1.470891885382383991e-07
2.220000000000000195e+00,3.397697524421789832e-08,1.498838955785962712e+00,-4.123472560569225681e-08,-8.583399784681330913e-02,-1.420520949208836362e-07,2.329396560119478821e-01,-1.936697508787878480e-07,1.176611302829668961e-08,1.059958305774144627e+00,-1.427944773423996897e-08,6.377607134621808560e-02,-4.919216595155512320e-08,-1.006705286200052507e+00,-6.706718778298753310e-08,-2.585473554670186528e-08,-2.329141460770746352e+00,3.137751133563360028e-08,-1.401408821161700680e-01,1.080943586542316022e-07,2.212123824203744427e+00,1.473727474672371257e-07
2.229999999999999982e+00,3.409334294365408434e-08,1.509322019244946800e+00,-4.137595036513970736e-08,-8.520324793953387710e-02,-1.425386089606773039e-07,2.229832687255424162e-01,-1.943330501630282658e-07,1.150736198534600707e-08,1.036648541840744508e+00,-1.396542542414413940e-08,6.237355847417235671e-02,-4.811037078144611825e-08,-9.845666205148105865e-01,-6.559229928371143112e-08,-2.589365740700608754e-08,-2.332647763065006430e+00,3.142474721281724694e-08,-1.403518509666069058e-01,1.082570844929706886e-07,2.215453967507889921e+00,1.475946032073280775e-07
2.240000000000000213e+00,3.420712136870430197e-08,1.519571826157377847e+00,-4.151403276073470336e-08,-8.458653272217941943e-02,-1.430142976739606421e-07,2.132484190196022311e-01,-1.949815905076725720e-07,1.124827642206231940e-08,1.013308642415311933e+00,-1.365099713752915959e-08,6.096923239562647423e-02,-4.702717703733942421e-08,-9.623993333649638604e-01,-6.411550400877061977e-08,-2.592161669558976482e-08,-2.335166494619473898e+00,3.145867882634645112e-08,-1.405033991949142247e-01,1.083739776386159882e-07,2.217846156291720661e+00,1.477539719685502673e-07
2.250000000000000000e+00,3.431830772458557844e-08,1.529588124753328282e+00,-4.164896940070655593e-08,-8.398386734336171777e-02,-1.434791493762098904e-07,2.037353460149646800e-01,-1.956153559823762778e-07,1.098896665169434560e-08,9.899485451419892668e-01,-1.333629675142524600e-08,5.956369104344099580e-02,-4.594304592062112589e-08,-9.402128631207160581e-01,-6.263743074690345383e-08,-2.593847590614691964e-08,-2.336685268084923273e+00,3.147913929748186360e-08,-1.405947814732204371e-01,1.084444632001217513e-07,2.219288625554784566e+00,1.478500699609450905e-07
2.260000000000000231e+00,3.442690032652283247e-08,1.539370763258687047e+00,-4.178075824039889336e-08,-8.339526093509705418e-02,-1.439331570236599426e-07,1.944441938605070419e-01,-1.962343369838721886e-07,1.072954436255384583e-08,9.665783115384096735e-01,-1.302145981164999414e-08,5.815753980375509835e-02,-4.485844438158770712e-08,-9.180167658022742039e-01,-6.115871612474781034e-08,-2.594409753237108814e-08,-2.337191696112083328e+00,3.148596174748351976e-08,-1.406252524736512355e-01,1.084679662864402033e-07,2.219769610296584705e+00,1.478821133945510040e-07
2.270000000000000018e+00,3.453289861349923657e-08,1.548919691133870957e+00,-4.190939859895726896e-08,-8.282071653827491331e-02,-1.443763182707926057e-07,1.853750105566693840e-01,-1.968385303143479778e-07,1.047012261801570736e-08,9.432081269957046654e-01,-1.270662353280846959e-08,5.675139151598704995e-02,-4.377384511944637498e-08,-8.958207150798556118e-01,-5.968000460684151210e-08,-2.593834406795632925e-08,-2.336673391351732132e+00,3.147897929761211671e-08,-1.405940668683352823e-01,1.084439120065258064e-07,2.219277345516672106e+00,1.478493184794095885e-07
2.280000000000000249e+00,3.463630316200716164e-08,1.558234960312588457e+00,-4.203489117601739096e-08,-8.226023102812340948e-02,-1.448086355278267904e-07,1.765277467789281296e-01,-1.974279392598270685e-07,1.021081585651784039e-08,9.198483007784948873e-01,-1.239192679829309052e-08,5.534586647283362693e-02,-4.268972658231466275e-08,-8.736345022736787813e-01,-5.820194849562179830e-08,-2.592107800659648350e-08,-2.335117966454625993e+00,3.145802506912806700e-08,-1.405004793293998799e-01,1.083717254693320301e-07,2.217800066214577370e+00,1.477509014255610744e-07
2.290000000000000036e+00,3.473711569979858561e-08,1.567316726440553643e+00,-4.215723806839270389e-08,-8.171379503967787783e-02,-1.452301160182068224e-07,1.679022547013153677e-01,-1.980025736685461538e-07,9.951739891561250810e-09,8.965092660248960010e-01,-1.207751016028371042e-08,5.394159242027052326e-02,-4.160657296722068800e-08,-8.514680363539701702e-01,-5.672520793142567523e-08,-2.589216184198511020e-08,-2.332513034071498126e+00,3.142293218329145233e-08,-1.403437445289709984e-01,1.082508317838112320e-07,2.215326007389807117e+00,1.475860784430442100e-07
2.300000000000000266e+00,3.483533911963591892e-08,1.576165250114237137e+00,-4.227644278676251256e-08,-8.118139289324685648e-02,-1.456407718360922099e-07,1.594982868199017467e-01,-1.985624500293353907e-07,9.693011911709998881e-09,8.732015797465160212e-01,-1.176351583974757178e-08,5.253920455755211466e-02,-4.052487422010302685e-08,-8.293313439409600862e-01,-5.525045089248969127e-08,-2.585145806781624842e-08,-2.328846206853122158e+00,3.137353376136291687e-08,-1.401231171391770502e-01,1.080806560589177288e-07,2.211843404041909711e+00,1.473540657419003111e-07
2.310000000000000053e+00,3.493097749304245287e-08,1.584780898119588999e+00,-4.239251027235967602e-08,-8.066300251988031689e-02,-1.460406200038462461e-07,1.513154947763108993e-01,-1.991075915499964496e-07,9.434750480591106557e-09,8.499359228284456558e-01,-1.145008772643918529e-08,5.113934553721093818e-02,-3.944512603581026400e-08,-8.072345693048745829e-01,-5.377835319494944061e-08,-2.579882917778363282e-08,-2.324105097450247737e+00,3.130966292460277392e-08,-1.398378518321448938e-01,1.078606234036046062e-07,2.207340491170406871e+00,1.470540795321691318e-07
2.319999999999999840e+00,3.502403608405303949e-08,1.593164144670773164e+00,-4.250544691365846017e-08,-8.015859538683675622e-02,-1.464296825295249824e-07,1.433534281812183231e-01,-1.996380282356816498e-07,9.177075536894956196e-09,8.267231000292959431e-01,-1.113737137890083115e-08,4.974266546505992648e-02,-3.836782985810275295e-08,-7.851879743659709865e-01,-5.230959849284182643e-08,-2.573413766558115027e-08,-2.318277318513634722e+00,3.123115279427147575e-08,-1.394872032800021089e-01,1.075901589268255321e-07,2.201805503774833195e+00,1.466853360238911143e-07
2.330000000000000071e+00,3.511452136296480464e-08,1.601315572648912999e+00,-4.261526056306257578e-08,-7.966813642304976240e-02,-1.468079864643669691e-07,1.356115334378404924e-01,-2.001537969672735172e-07,8.920108394374489854e-09,8.035740399811240886e-01,-1.082551402446156314e-08,4.834982190018797393e-02,-3.729349287964916171e-08,-7.632019386944671746e-01,-5.084487827810046832e-08,-2.565724602490254206e-08,-2.311350482694032760e+00,3.113783649162933566e-08,-1.390704261548756371e-01,1.072686877375336319e-07,2.195226676854711734e+00,1.462470514271060923e-07
2.339999999999999858e+00,3.520244102008771535e-08,1.609235874840819980e+00,-4.272196055359298488e-08,-7.919158394459566153e-02,-1.471755639602819638e-07,1.280891525654426211e-01,-2.006549415797634436e-07,8.663971741846172117e-09,7.804997951895219499e-01,-1.051466455923840138e-08,4.696147985496522403e-02,-3.622262804203057559e-08,-7.412869595106260645e-01,-4.938489188056121470e-08,-2.556801674944161563e-08,-2.303312202642195938e+00,3.102954713793673311e-08,-1.385867751288926697e-01,1.068956349446822693e-07,2.187592245409570424e+00,1.457384419518540845e-07
2.350000000000000089e+00,3.528780397949518701e-08,1.616925855177725913e+00,-4.282555771557566743e-08,-7.872888958016088790e-02,-1.475324523273399313e-07,1.207855220228397641e-01,-2.011415129406303712e-07,8.408789643189315126e-09,7.575115420335544192e-01,-1.020497354813549857e-08,4.557831179503937791e-02,-3.515575403573765837e-08,-7.194536516846965490e-01,-4.793034646795831127e-08,-2.546631233289228433e-08,-2.294150091008887671e+00,3.090611785445416671e-08,-1.380355048741809809e-01,1.064704256572252446e-07,2.178890444438946528e+00,1.451587238081757979e-07
2.359999999999999876e+00,3.537062041277476329e-08,1.624386429974021384e+00,-4.292606439332964603e-08,-7.827999819650893754e-02,-1.478786940912603607e-07,1.136997715318934787e-01,-2.016135690282202985e-07,8.154687537346285371e-09,7.346205807657778530e-01,-9.896593224844388135e-09,4.420099763933681841e-02,-3.409339530017147941e-08,-6.977127477369315933e-01,-4.648195704592551936e-08,-2.535199526894835892e-08,-2.283851760444862489e+00,3.076738176244202254e-08,-1.374158700628677898e-01,1.059924849841159480e-07,2.169109508942367981e+00,1.445071132061113042e-07
2.370000000000000107e+00,3.545090175277874309e-08,1.631618629165993317e+00,-4.302349446185479235e-08,-7.784484782394746061e-02,-1.482143370509014502e-07,1.068309229010107053e-01,-2.020711750101250972e-07,7.901792238322698903e-09,7.118383355122582801e-01,-9.589677491844238987e-09,4.283022476006367874e-02,-3.303608202364439383e-08,-6.760750978376052212e-01,-4.504044645799731370e-08,-2.522492805130351450e-08,-2.272404823600863821e+00,3.061317198316052126e-08,-1.367271253670796771e-01,1.054612380343072136e-07,2.158237673919352506e+00,1.437828263557000135e-07
2.379999999999999893e+00,3.552866070737470832e-08,1.638623597550546984e+00,-4.311786334351960700e-08,-7.742336958179618644e-02,-1.485394343357486040e-07,1.001778888486528629e-01,-2.025144033215610390e-07,7.650231935186883670e-09,6.891763542725226621e-01,-9.284381920401182202e-09,4.146668798270293499e-02,-3.198435014337773298e-08,-6.545516698069657746e-01,-4.360654538560575237e-08,-2.508497317365163134e-08,-2.259796893127651973e+00,3.044332163787012175e-08,-1.359685254589441950e-01,1.048761099167526830e-07,2.146263174369433813e+00,1.429850794669823415e-07
2.390000000000000124e+00,3.560391127319640230e-08,1.645402596023967101e+00,-4.320918802474940311e-08,-7.701548760385276693e-02,-1.488540444634047819e-07,9.373947182681563461e-02,-2.029433337437490946e-07,7.400136192070699252e-09,6.666463089196325020e-01,-8.980863750569318534e-09,4.011108958601880548e-02,-3.093874134550527202e-08,-6.331535491153068573e-01,-4.218099234808516194e-08,-2.493199312968671541e-08,-2.246015581675999240e+00,3.025766384783145494e-08,-1.351393250105896171e-01,1.042365257404065668e-07,2.133174245292157156e+00,1.421130887499995776e-07
2.399999999999999911e+00,3.567666874939405900e-08,1.651957002820621634e+00,-4.329748707271376198e-08,-7.662111896386150645e-02,-1.491582313970781224e-07,8.751436284455405001e-02,-2.033580534822922691e-07,7.151635948168619517e-09,6.442599952001015762e-01,-8.679281891189601712e-09,3.876413930205184488e-02,-2.989980306506937190e-08,-6.118919388828882866e-01,-4.076453370266692955e-08,-2.476585041310224991e-08,-2.231048501896630842e+00,3.005603173430449666e-08,-1.342387786941414418e-01,1.035419106142209053e-07,2.118959121687022940e+00,1.411660704147899406e-07
2.410000000000000142e+00,3.574694975138524176e-08,1.658288314751718007e+00,-4.338278065201472327e-08,-7.624017360097967710e-02,-1.494520646030720805e-07,8.150114029146404704e-02,-2.037586572455557694e-07,6.904863517738353832e-09,6.220293327339516676e-01,-8.379796919890591182e-09,3.742655431612224720e-02,-2.886808848602358669e-08,-5.907781598799896061e-01,-3.935792364448302338e-08,-2.458640751759224082e-08,-2.214883266440318632e+00,2.983825841854987122e-08,-1.332661411817279706e-01,1.027916896471498560e-07,2.103606038553575974e+00,1.401432406713946405e-07
2.419999999999999929e+00,3.581477222460536440e-08,1.664398148444027781e+00,-4.346509054137449212e-08,-7.587255424524499969e-02,-1.497356191082740570e-07,7.569826876119245540e-02,-2.041452473230453713e-07,6.659952590100819772e-09,5.999663650147103455e-01,-8.082571083088422323e-09,3.609905926682974858e-02,-2.784415654123255767e-08,-5.698236505269075325e-01,-3.796192420656584046e-08,-2.439352693685056508e-08,-2.197507487957823802e+00,2.960417702182804412e-08,-1.322206671454767835e-01,1.019852879481471134e-07,2.087103230891350858e+00,1.390438157298541725e-07
2.430000000000000160e+00,3.588015545825837116e-08,1.670288241578625987e+00,-4.354444015032337785e-08,-7.551815634304295810e-02,-1.500089755576446359e-07,7.010409787493321332e-02,-2.045179336637867135e-07,6.417038229639806451e-09,5.780832594093803234e-01,-7.787768295986391204e-09,3.478238624605176771e-02,-2.682857191247059054e-08,-5.490399668939270894e-01,-3.657730525984630746e-08,-2.418707116457103346e-08,-2.178908779099900883e+00,2.935362066539938821e-08,-1.311016112575150994e-01,1.011221306261660281e-07,2.069438933699875971e+00,1.378670118002086349e-07
2.439999999999999947e+00,3.594312009906747616e-08,1.675960454129634902e+00,-4.362085453588779890e-08,-7.517686798257308678e-02,-1.502722202717071669e-07,6.471686110491603472e-02,-2.048768339547049616e-07,6.176256875802216061e-09,5.563923071584615521e-01,-7.495554142575258990e-09,3.347727479894473807e-02,-2.582190503042266799e-08,-5.284387827013427019e-01,-3.520484451315523725e-08,-2.396690269444739055e-08,-2.159074752517298634e+00,2.908642247052422011e-08,-1.299082281899698321e-01,1.002016427901597517e-07,2.050601381978673921e+00,1.366120450924977817e-07
2.450000000000000178e+00,3.600368816502541986e-08,1.681416769602926964e+00,-4.369436041927770534e-08,-7.484856981931845010e-02,-1.505254453040353883e-07,5.953467459794170580e-02,-2.052220736990015350e-07,5.937746343098054774e-09,5.349059233759499987e-01,-7.206095875633228774e-09,3.218447192394404549e-02,-2.482473207468441983e-08,-5.080318893194567531e-01,-3.384532751322326939e-08,-2.373288402017338425e-08,-2.137993020860765370e+00,2.880241555846282996e-08,-1.286397726149678400e-01,9.922324954908135684e-08,2.030578810727267314e+00,1.352781318167613140e-07
