t,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,ddq0,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6,tau0,tau1,tau2,tau3,tau4,tau5,tau6
2.000000000000000042e-02,0.000000000000000000e+00,-7.851024516965739997e-01,0.000000000000000000e+00,-2.855918624081006829e+00,0.000000000000000000e+00,2.799999999999999822e+00,7.850000000000000311e-01,0.000000000000000000e+00,-1.517408357431898787e-02,0.000000000000000000e+00,1.205255781045908026e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.478869931254662040e+00,0.000000000000000000e+00,1.174645259682274512e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.686903908953852671e-02,-8.098985687658169397e+00,-7.114772314108447349e-01,2.429052890798486075e+01,1.067450217674656754e+00,4.413568116852376377e+00,2.237588846848437285e-11
2.100000000000000130e-02,0.000000000000000000e+00,-7.851183765602633979e-01,0.000000000000000000e+00,-2.855905975189276802e+00,0.000000000000000000e+00,2.799999999999999822e+00,7.850000000000000311e-01,0.000000000000000000e+00,-1.668696550347437135e-02,0.000000000000000000e+00,1.325421831418821528e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.546800150290483566e+00,0.000000000000000000e+00,1.228601262230726965e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.810809878927833516e-02,-8.300695443083808911e+00,-7.126948018566293674e-01,2.447076245236208081e+01,1.069043583847782308e+00,4.511370163904523167e+00,2.436833894392531619e-11
2.199999999999999872e-02,0.000000000000000000e+00,-7.851358481772757747e-01,0.000000000000000000e+00,-2.855892097733477630e+00,0.000000000000000000e+00,2.799999999999999822e+00,7.850000000000000311e-01,0.000000000000000000e+00,-1.826749656606392255e-02,0.000000000000000000e+00,1.450961155818791641e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.614168442818218585e+00,0.000000000000000000e+00,1.282110934581328188e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.933786835548390926e-02,-8.500720570244837404e+00,-7.139028800606561642e-01,2.464951624646754880e+01,1.070625158457864323e+00,4.608364047591527957e+00,2.653514127176626047e-11
2.299999999999999961e-02,0.000000000000000000e+00,-7.851549339160261987e-01,0.000000000000000000e+00,-2.855876938203842030e+00,0.000000000000000000e+00,2.799999999999999822e+00,7.850000000000000311e-01,0.000000000000000000e+00,-1.991511556966521837e-02,0.000000000000000000e+00,1.581829179533408847e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.680976277009192499e+00,0.000000000000000000e+00,1.335175442881587182e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.055845374892030009e-02,-8.699065379603544201e+00,-7.151014909412410914e-01,2.482679454442693512e+01,1.072195017691396579e+00,4.704551923851620465e+00,2.889218465168541528e-11
2.400000000000000050e-02,0.000000000000000000e+00,-7.851757005844709481e-01,0.000000000000000000e+00,-2.855860443535763071e+00,0.000000000000000000e+00,2.799999999999999822e+00,7.850000000000000311e-01,0.000000000000000000e+00,-2.162926279002716501e-02,0.000000000000000000e+00,1.717981444465014815e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.747225121034729600e+00,0.000000000000000000e+00,1.387795953279013839e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.176996339930981961e-02,-8.895734227116522064e+00,-7.162906575204618376e-01,2.500260158978231217e+01,1.073753236279248569e+00,4.799935948766163030e+00,3.145586222053076142e-11
2.500000000000000139e-02,0.000000000000000000e+00,-7.851982144315767798e-01,0.000000000000000000e+00,-2.855842561108633326e+00,0.000000000000000000e+00,2.799999999999999822e+00,7.850000000000000311e-01,0.000000000000000000e+00,-2.340937997106997889e-02,0.000000000000000000e+00,1.859373609130701363e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.812916443066154626e+00,0.000000000000000000e+00,1.439973631921117381e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.297250810733509674e-02,-9.090731512745376719e+00,-7.174704009800826343e-01,2.517694161558336319e+01,1.075299887523423426e+00,4.894518278529955246e+00,3.424306845023483703e-11
2.600000000000000228e-02,0.000000000000000000e+00,-7.852225411487877560e-01,0.000000000000000000e+00,-2.855823238744677361e+00,0.000000000000000000e+00,2.799999999999999822e+00,7.850000000000000311e-01,0.000000000000000000e+00,-2.525491032488521789e-02,0.000000000000000000e+00,2.005961448662311672e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.878051711274792535e+00,0.000000000000000000e+00,1.491709644955406810e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.416620094792777174e-02,-9.284061678985937149e+00,-7.186407407166336414e-01,2.534981884447454803e+01,1.076835043323330909e+00,4.988301069421608780e+00,3.727116618806869397e-11
2.699999999999999969e-02,0.000000000000000000e+00,-7.852487458714946245e-01,0.000000000000000000e+00,-2.855802424707784226e+00,0.000000000000000000e+00,2.799999999999999822e+00,7.850000000000000311e-01,0.000000000000000000e+00,-2.716529853173573622e-02,0.000000000000000000e+00,2.157700854806438723e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.942632393831967841e+00,0.000000000000000000e+00,1.543005158529391796e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.535115717486569942e-02,-9.475729209415902687e+00,-7.198016943956360159e-01,2.552123748877821185e+01,1.078358774201576775e+00,5.081286477773968357e+00,4.055796150315149617e-11
2.800000000000000058e-02,0.000000000000000000e+00,-7.852768931805020891e-01,0.000000000000000000e+00,-2.855780067702343938e+00,0.000000000000000000e+00,2.799999999999999822e+00,7.850000000000000311e-01,0.000000000000000000e+00,-2.913999074005576770e-02,0.000000000000000000e+00,2.314547835924430155e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.006659958909005503e+00,0.000000000000000000e+00,1.593861338790582005e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.652749412662026351e-02,-9.665738627260722637e+00,-7.209532780050110778e-01,2.569120175057382482e+01,1.079871149329279634e+00,5.173476659944588718e+00,4.412170542117399563e-11
2.900000000000000147e-02,0.000000000000000000e+00,-7.853070471034977462e-01,0.000000000000000000e+00,-2.855756116872078643e+00,0.000000000000000000e+00,2.799999999999999822e+00,7.850000000000000311e-01,0.000000000000000000e+00,-3.117843456645081474e-02,0.000000000000000000e+00,2.476458516992379247e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.070135874677230259e+00,0.000000000000000000e+00,1.644279351886485996e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.769533113349488040e-02,-9.854094493977910929e+00,-7.220955059076397120e-01,2.585971582177341332e+01,1.081372236550917298e+00,5.264873772286288833e+00,4.798106963826986870e-11
