t,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,tau_ext0,tau_ext1,tau_ext2,tau_ext3,tau_ext4,tau_ext5,tau_ext6,tau_cmd0,tau_cmd1,tau_cmd2,tau_cmd3,tau_cmd4,tau_cmd5,tau_cmd6,sigma_min,tau_ext_max
1.20933205,0.04757245,-0.73467849,-0.05637221,-2.03296729,-0.00557735,1.67321164,0.79160999,-0.33241763,-0.28190442,0.41988556,-1.03817341,0.03710223,-0.42247870,-0.01169500,-0.21063173,-1.90530387,-0.18584574,0.95807447,0.27682651,-0.00171512,-0.11662192,-1.17428340,-3.08507833,0.06445523,-1.02225591,0.84141857,-0.51945141,-0.31119917,0.19888268,1.90530387
1.21033256,0.04725625,-0.73494915,-0.05596304,-2.03399881,-0.00553025,1.67278716,0.79160251,-0.32805866,-0.27834972,0.41627818,-1.03311227,0.03990073,-0.42374833,-0.01101773,-0.19662511,-1.89340882,-0.14765536,0.97234275,0.28051609,0.00218461,-0.11759294,-1.22334654,-3.15754012,0.08217810,-1.03727846,0.82523838,-0.50670811,-0.31663698,0.19898154,1.89340882
1.21133307,0.04692432,-0.73523057,-0.05554989,-2.03502092,-0.00547788,1.67234788,0.79159665,-0.32990460,-0.28025790,0.41357983,-1.03169314,0.04370501,-0.42807942,-0.00908314,-0.18405497,-1.87611815,-0.11021420,0.97804917,0.28418803,0.00494344,-0.11855316,-1.18469687,-3.14275789,0.08784273,-1.00532022,0.80160034,-0.47171228,-0.33096188,0.19907943,1.87611815
1.21233358,0.04659547,-0.73550871,-0.05514610,-2.03604541,-0.00543003,1.67193726,0.79158386,-0.32857210,-0.27892293,0.41233226,-1.02708060,0.04511864,-0.42292312,-0.00993894,-0.17135478,-1.85283032,-0.07192200,0.97310243,0.28777757,0.00640520,-0.11947507,-1.19046698,-3.17525129,0.07250453,-1.01634790,0.79477641,-0.50435741,-0.32539791,0.19917743,1.85283032
1.21333409,0.04627906,-0.73578523,-0.05473830,-2.03709224,-0.00539148,1.67153456,0.79156945,-0.32560110,-0.27715142,0.40922776,-1.03117599,0.04357080,-0.41645093,-0.01203794,-0.15834697,-1.82656464,-0.03335870,0.95870641,0.29113308,0.00673368,-0.12038334,-1.22124619,-3.22536802,0.07948982,-0.90056970,0.80908658,-0.54674034,-0.31100291,0.19927747,1.82656464
1.21433461,0.04595945,-0.73605983,-0.05434309,-2.03809955,-0.00535185,1.67111905,0.79156218,-0.32335411,-0.27679987,0.40662389,-1.02547420,0.04153271,-0.41708970,-0.01144925,-0.14559294,-1.80295007,0.00482408,0.93833965,0.29415752,0.00622144,-0.12127802,-1.23959460,-3.24346010,0.08517037,-0.92609683,0.82683824,-0.53805388,-0.31579930,0.19937367,1.80295007
1.21533512,0.04565152,-0.73633252,-0.05392983,-2.03913978,-0.00531302,1.67068486,0.79155736,-0.31982892,-0.27468865,0.40687595,-1.02918890,0.04155480,-0.41832935,-0.00873906,-0.13401302,-1.78432631,0.04097200,0.91401621,0.29677460,0.00498351,-0.12211893,-1.27950668,-3.29907353,0.04191946,-0.81533669,0.82991194,-0.52463072,-0.33551151,0.19947294,1.78432631
1.21633563,0.04533246,-0.73660470,-0.05353146,-2.04016046,-0.00527775,1.67027087,0.79154395,-0.32013471,-0.27291753,0.40560348,-1.03125229,0.03890019,-0.41819523,-0.01024469,-0.12481018,-1.77586770,0.07218763,0.89050625,0.29906742,0.00341783,-0.12289133,-1.26422978,-3.34419440,0.02246981,-0.72950607,0.85192576,-0.52149369,-0.32529313,0.19957025,1.77586770
1.21733614,0.04501848,-0.73688300,-0.05312096,-2.04119209,-0.00524213,1.66986133,0.79153091,-0.31726466,-0.27559699,0.40552706,-1.02953098,0.03679963,-0.41776638,-0.01106464,-0.11815284,-1.77794516,0.09723481,0.87010128,0.30119480,0.00180349,-0.12362932,-1.29208565,-3.31798935,-0.01045924,-0.69619098,0.86995311,-0.52022719,-0.31989265,0.19966854,1.77794516
1.21833665,0.04471745,-0.73716502,-0.05271182,-2.04222611,-0.00520260,1.66944481,0.79152107,-0.31282326,-0.27725714,0.40552006,-1.02874996,0.03731915,-0.41648373,-0.01116264,-0.11455533,-1.78084666,0.11472207,0.84850326,0.30315171,-0.00016235,-0.12436896,-1.34300859,-3.30858522,-0.04528316,-0.64797204,0.86938057,-0.52444465,-0.31967915,0.19976696,1.78084666
1.21933716,0.04441183,-0.73743622,-0.05231021,-2.04324009,-0.00515338,1.66901512,0.79151363,-0.31077182,-0.27484323,0.40397483,-1.02692859,0.04026450,-0.42001310,-0.00975766,-0.11484523,-1.77966087,0.12355960,0.82351601,0.30497148,-0.00268261,-0.12510912,-1.36008566,-3.36080207,-0.06023407,-0.61364163,0.85143421,-0.49406715,-0.33008649,0.19986338,1.77966087
1.22033767,0.04410534,-0.73772149,-0.05189873,-2.04427729,-0.00510508,1.66858284,0.79150010,-0.30867595,-0.27798849,0.40518674,-1.02976884,0.04258668,-0.42468739,-0.01149539,-0.11898376,-1.77627861,0.12413573,0.79729170,0.30678379,-0.00549621,-0.12584025,-1.37835756,-3.32990573,-0.11450246,-0.51385363,0.83762645,-0.45559187,-0.31817482,0.19996193,1.77627861
1.22133818,0.04381030,-0.73800874,-0.05149530,-2.04532205,-0.00506250,1.66815761,0.79149175,-0.30603064,-0.28078106,0.40433951,-1.03427104,0.04227593,-0.42435084,-0.01099571,-0.12684916,-1.77024293,0.11656973,0.77280974,0.30865318,-0.00807985,-0.12657713,-1.40488836,-3.30563648,-0.13905748,-0.38825592,0.84253542,-0.45233443,-0.32216710,0.20006107,1.77024293
1.22233869,0.04350406,-0.73827687,-0.05109917,-2.04633978,-0.00502613,1.66773700,0.79147885,-0.30561869,-0.27712207,0.40040462,-1.03072258,0.04098500,-0.42560032,-0.01094721,-0.13713665,-1.76262131,0.10385820,0.75268155,0.31066349,-0.01003294,-0.12731912,-1.39770155,-3.37328766,-0.12021343,-0.37414086,0.85484642,-0.43760684,-0.32277724,0.20015758,1.76262131
1.22333921,0.04319799,-0.73855811,-0.05069381,-2.04738509,-0.00498080,1.66729608,0.79146815,-0.30622685,-0.27807469,0.40033091,-1.03436887,0.04249341,-0.42982375,-0.01175778,-0.14745103,-1.75841130,0.09104212,0.73941848,0.31296644,-0.01112973,-0.12804772,-1.37794629,-3.37433347,-0.15842912,-0.25882990,0.84678159,-0.40127065,-0.31745533,0.20025661,1.75841130
1.22433972,0.04289139,-0.73882943,-0.05029862,-2.04839668,-0.00493728,1.66685705,0.79145595,-0.30738136,-0.27487819,0.39891827,-1.03166215,0.04309998,-0.43211996,-0.01171913,-0.15635739,-1.76140377,0.08028715,0.73537640,0.31565243,-0.01116238,-0.12875732,-1.34935985,-3.43269578,-0.17694040,-0.23349499,0.84520306,-0.37803903,-0.31800519,0.20035238,1.76140377
1.22534023,0.04259135,-0.73908874,-0.04987873,-2.04943189,-0.00489774,1.66641031,0.79145242,-0.30423293,-0.27071341,0.40413763,-1.03130215,0.04198723,-0.43849131,-0.00912252,-0.16491120,-1.77611425,0.06863189,0.74271721,0.31861335,-0.00995958,-0.12944478,-1.38370113,-3.51290129,-0.29659867,-0.17284151,0.85544458,-0.32615240,-0.33685429,0.20045036,1.77611425
1.22634074,0.04229777,-0.73935150,-0.04946799,-2.05046795,-0.00485676,1.66596055,0.79144279,-0.30153167,-0.26809038,0.40383898,-1.03056060,0.04137836,-0.43997267,-0.00979016,-0.17606875,-1.80748747,0.05015920,0.76350864,0.32160815,-0.00734657,-0.13012400,-1.41001564,-3.56792452,-0.33352897,-0.11529138,0.86230192,-0.30782245,-0.33254189,0.20054829,1.80748747
1.22734125,0.04199092,-0.73960744,-0.04904921,-2.05147809,-0.00482251,1.66551890,0.79142928,-0.30408481,-0.26604745,0.40652853,-1.02479382,0.04033426,-0.44231081,-0.01166160,-0.19062358,-1.85373576,0.02321944,0.79597742,0.32445945,-0.00347876,-0.13083894,-1.36197705,-3.60409697,-0.41381114,-0.13288343,0.87236224,-0.28359602,-0.31963613,0.20064377,1.85373576
1.22834176,0.04168938,-0.73987273,-0.04863636,-2.05249980,-0.00478251,1.66505683,0.79142362,-0.30410336,-0.26547603,0.40947119,-1.02132666,0.03983175,-0.44915981,-0.01038918,-0.20743768,-1.90674968,-0.01118287,0.83414986,0.32706347,0.00113514,-0.13162006,-1.34967280,-3.62140785,-0.49689236,-0.11587456,0.87828193,-0.22665586,-0.32909601,0.20074021,1.90674968
1.22934227,0.04138639,-0.74014216,-0.04822966,-2.05351309,-0.00474210,1.66459509,0.79141584,-0.30246023,-0.26663870,0.40896907,-1.02243149,0.04064677,-0.45050978,-0.00953393,-0.22600771,-1.95906525,-0.05234033,0.87389910,0.32942965,0.00624061,-0.13245825,-1.35929456,-3.61681166,-0.52927462,-0.03398163,0.87500099,-0.20802309,-0.33550107,0.20083577,1.95906525
1.23034278,0.04108606,-0.74040756,-0.04782198,-2.05454289,-0.00470006,1.66415304,0.79140327,-0.30011733,-0.26718753,0.40828684,-1.02141972,0.04053680,-0.44912812,-0.01087402,-0.24584526,-2.00620842,-0.09748414,0.91382849,0.33168191,0.01182113,-0.13334611,-1.37826908,-3.61980544,-0.55890791,0.02119071,0.87807963,-0.20919784,-0.32629205,0.20093277,2.00620842
1.23134329,0.04079061,-0.74067493,-0.04741353,-2.05557862,-0.00465797,1.66369678,0.79139587,-0.29941645,-0.26650609,0.40568865,-1.02163364,0.04145845,-0.45049777,-0.00958669,-0.26590179,-2.04684206,-0.14242568,0.95320635,0.33397456,0.01778393,-0.13428945,-1.37451563,-3.64187352,-0.56266871,0.09614810,0.87399391,-0.19018192,-0.33571167,0.20103023,2.04684206
1.23234381,0.04049048,-0.74095209,-0.04701320,-2.05659230,-0.00460970,1.66324377,0.79138411,-0.30037204,-0.27106186,0.40449686,-1.02174257,0.04357136,-0.45057762,-0.01050949,-0.28455087,-2.07884266,-0.18291490,0.99054237,0.33643661,0.02384021,-0.13527691,-1.34669282,-3.57928924,-0.58252965,0.16489601,0.86109654,-0.18010211,-0.32945110,0.20112554,2.07884266
1.23334432,0.04018951,-0.74122408,-0.04660819,-2.05761250,-0.00456010,1.66277483,0.79137560,-0.30164019,-0.27160522,0.40504811,-1.01787188,0.04472353,-0.45622697,-0.00934723,-0.30062713,-2.09638980,-0.21723356,1.02201563,0.33901021,0.02945619,-0.13627856,-1.31478454,-3.57510719,-0.63034051,0.18052898,0.85480155,-0.13002129,-0.33793338,0.20122138,2.09638980
1.23434483,0.03989605,-0.74151095,-0.04621792,-2.05864823,-0.00451686,1.66230788,0.79136312,-0.29794823,-0.27553571,0.40029427,-1.02042042,0.04471901,-0.45621460,-0.01026714,-0.31401019,-2.09617736,-0.24520262,1.04487268,0.34153944,0.03425436,-0.13725458,-1.35099007,-3.52736509,-0.59857748,0.29042034,0.85703716,-0.11944224,-0.33160085,0.20131853,2.09617736
1.23534534,0.03959173,-0.74178856,-0.04581081,-2.05964855,-0.00446872,1.66185382,0.79136444,-0.29908138,-0.27710212,0.40351445,-1.01600856,0.04592965,-0.45672250,-0.00630887,-0.32545791,-2.07775019,-0.26763885,1.05819470,0.34387196,0.03810045,-0.13816916,-1.32067819,-3.50368636,-0.68502618,0.29604170,0.85010193,-0.10576552,-0.36013086,0.20141237,2.07775019
1.23634585,0.03930441,-0.74207315,-0.04541212,-2.06066136,-0.00441494,1.66138876,0.79135914,-0.29570241,-0.27880935,0.40052139,-1.01304965,0.04833854,-0.45935631,-0.00676525,-0.33632578,-2.04083327,-0.28748780,1.06008265,0.34579746,0.04079290,-0.13902036,-1.35250006,-3.48342218,-0.67997042,0.32803676,0.83479497,-0.07621162,-0.35738556,0.20150725,2.04083327
1.23734636,0.03901571,-0.74235532,-0.04500503,-2.06165163,-0.00436488,1.66093434,0.79134632,-0.29316434,-0.27997965,0.40582277,-1.00845284,0.04934300,-0.45470994,-0.00868066,-0.34867257,-1.98665974,-0.30907343,1.04887742,0.34706370,0.04215804,-0.13985958,-1.37478268,-3.46578356,-0.79699285,0.33132150,0.82894541,-0.09829493,-0.34405869,0.20160000,1.98665974
1.23834687,0.03871793,-0.74264477,-0.04460773,-2.06265565,-0.00431927,1.66049246,0.79134034,-0.29440084,-0.28122446,0.40136456,-1.00489393,0.04782778,-0.45207957,-0.00680322,-0.36350891,-1.91735556,-0.33481831,1.02394847,0.34751776,0.04211318,-0.14072598,-1.34066192,-3.44606929,-0.77187370,0.35496851,0.84143844,-0.10625567,-0.35761390,0.20169390,1.91735556
1.23934738,0.03842255,-0.74292525,-0.04420700,-2.06367202,-0.00428060,1.66003858,0.79133408,-0.29557762,-0.28167922,0.40158105,-1.00581116,0.04470070,-0.45271557,-0.00715806,-0.37876147,-1.83762427,-0.36124385,0.98762909,0.34735641,0.04087388,-0.14160096,-1.31000006,-3.44380609,-0.81822768,0.44225217,0.86521951,-0.09100534,-0.35549771,0.20178888,1.83762427
1.24034789,0.03812973,-0.74320783,-0.04381696,-2.06466056,-0.00423544,1.65960047,0.79132644,-0.29386703,-0.28254860,0.39791008,-1.00464561,0.04457618,-0.44832775,-0.00734957,-0.39245297,-1.75443575,-0.38438191,0.94505523,0.34695896,0.03891128,-0.14246899,-1.31740271,-3.43415544,-0.80499690,0.49987912,0.86781000,-0.11119708,-0.35444140,0.20188116,1.75443575
1.24134841,0.03783937,-0.74348880,-0.04341528,-2.06566500,-0.00418440,1.65916233,0.79132150,-0.29439117,-0.28163106,0.40050078,-1.00240933,0.04656051,-0.44594905,-0.00723502,-0.40476914,-1.67300812,-0.40456994,0.89969000,0.34657778,0.03647066,-0.14332750,-1.29590458,-3.44800048,-0.88577490,0.54268891,0.85498389,-0.11739895,-0.35565475,0.20197486,1.67300812
1.24234892,0.03754994,-0.74375964,-0.04303236,-2.06665911,-0.00412556,1.65872174,0.79131584,-0.29246232,-0.27925120,0.39544312,-1.00263895,0.05069197,-0.44231057,-0.00617046,-0.41627769,-1.59907920,-0.42299105,0.85455417,0.34641532,0.03371988,-0.14415376,-1.30624041,-3.49088705,-0.85449738,0.62422036,0.82708928,-0.13184824,-0.36344137,0.20206745,1.59907920
1.24334943,0.03726172,-0.74403473,-0.04263350,-2.06766048,-0.00406820,1.65829731,0.79130362,-0.29145022,-0.27699186,0.39548655,-1.00127586,0.05265985,-0.43833650,-0.00812061,-0.42697352,-1.53972112,-0.43898928,0.81379734,0.34666280,0.03091513,-0.14492609,-1.30522769,-3.52758466,-0.89939920,0.68253749,0.81408103,-0.14942910,-0.34979852,0.20216068,1.53972112
1.24434994,0.03697561,-0.74430426,-0.04225018,-2.06866532,-0.00400600,1.65786347,0.79129511,-0.28995079,-0.27390243,0.39220398,-1.00032959,0.05602118,-0.43820012,-0.00845563,-0.43692679,-1.49956308,-0.45216649,0.78046853,0.34735825,0.02823400,-0.14563816,-1.31001474,-3.57951918,-0.89487227,0.75009582,0.79124015,-0.13933914,-0.34761865,0.20225408,1.49956308
1.24535045,0.03667708,-0.74457338,-0.04186125,-2.06963794,-0.00394755,1.65742562,0.79129280,-0.29226016,-0.27346092,0.39484486,-0.99595184,0.05762160,-0.43801156,-0.00642566,-0.44635382,-1.47789745,-0.46374453,0.75459895,0.34834872,0.02569841,-0.14627320,-1.26160756,-3.58245523,-0.97517490,0.76243783,0.78053664,-0.12928699,-0.36232798,0.20234448,1.47789745
1.24635096,0.03639754,-0.74484319,-0.04147411,-2.07063481,-0.00389121,1.65699326,0.79128967,-0.28882936,-0.27144623,0.39129759,-0.99417716,0.05647091,-0.43699029,-0.00452850,-0.45542819,-1.46986951,-0.47516288,0.73390281,0.34938615,0.02327583,-0.14682842,-1.29314562,-3.61768382,-0.96685789,0.81932286,0.78945256,-0.12499545,-0.37601947,0.20243701,1.46986951
1.24735147,0.03611459,-0.74511714,-0.04109237,-2.07163216,-0.00383845,1.65656006,0.79127101,-0.28608673,-0.27066454,0.39042527,-0.99896770,0.05552892,-0.43622747,-0.00880896,-0.46460094,-1.47446621,-0.48664037,0.71981565,0.35037680,0.02140798,-0.14736358,-1.31645046,-3.63855383,-0.99899513,0.96736315,0.79680757,-0.11905710,-0.34566219,0.20252949,1.47446621
1.24835198,0.03582820,-0.74538222,-0.04069356,-2.07262576,-0.00379088,1.65614943,0.79126241,-0.28573252,-0.26963513,0.39205018,-0.99681156,0.05227338,-0.42834180,-0.00936225,-0.47469995,-1.49288429,-0.49936289,0.71591783,0.35135489,0.02073187,-0.14794731,-1.30568961,-3.65328996,-1.06758436,1.01648397,0.82043795,-0.16370566,-0.34192555,0.20262159,1.49288429
1.24935249,0.03555094,-0.74564598,-0.04030773,-2.07363207,-0.00373870,1.65573355,0.79126083,-0.28470862,-0.26710386,0.39024590,-0.99853510,0.05184338,-0.42435715,-0.00657362,-0.48597036,-1.52421394,-0.51495072,0.72303806,0.35237650,0.02143192,-0.14856472,-1.30454120,-3.69671650,-1.08717125,1.12470991,0.82419642,-0.18061301,-0.36189055,0.20271473,1.52421394
1.25035301,0.03526618,-0.74590856,-0.03991623,-2.07460592,-0.00368429,1.65530378,0.79125311,-0.28426503,-0.26697669,0.39059776,-0.99509501,0.05227634,-0.42689433,-0.00747912,-0.49766227,-1.56647236,-0.53284046,0.74060530,0.35357687,0.02344006,-0.14917542,-1.29391713,-3.69766965,-1.13578112,1.15630012,0.82170875,-0.15077973,-0.35569779,0.20280484,1.56647236
1.25135352,0.03498826,-0.74617650,-0.03953199,-2.07559580,-0.00363298,1.65488644,0.79123671,-0.28184361,-0.26676656,0.38815178,-0.99364002,0.05238410,-0.42318269,-0.01032239,-0.50905477,-1.61413859,-0.55191920,0.76590261,0.35503328,0.02653351,-0.14980453,-1.31047606,-3.70182365,-1.14333742,1.21946766,0.82169007,-0.16506535,-0.33548302,0.20289631,1.61413859
1.25235403,0.03471618,-0.74643981,-0.03915955,-2.07659709,-0.00358058,1.65448240,0.79122639,-0.27991858,-0.26506436,0.38241869,-0.99595649,0.05268121,-0.41741490,-0.01056359,-0.51890764,-1.66398158,-0.56884526,0.79764923,0.35688662,0.03061583,-0.15046732,-1.32019140,-3.73286704,-1.10417814,1.33932830,0.82037599,-0.19425071,-0.33375677,0.20298869,1.66398158
1.25335454,0.03443767,-0.74670077,-0.03877929,-2.07756010,-0.00352378,1.65406965,0.79122298,-0.27916044,-0.26445328,0.38227350,-0.98578337,0.05473300,-0.41844547,-0.00870145,-0.52584034,-1.71455494,-0.58007447,0.83450982,0.35924035,0.03552606,-0.15111552,-1.31245892,-3.73320474,-1.14255112,1.27813341,0.80636189,-0.17485771,-0.34713171,0.20307753,1.71455494
1.25435505,0.03417114,-0.74696010,-0.03839612,-2.07853931,-0.00346157,1.65365071,0.79121112,-0.27562371,-0.26265904,0.38088673,-0.98045012,0.05738452,-0.41676997,-0.01005079,-0.53027286,-1.76017918,-0.58697870,0.87049761,0.36184874,0.04064202,-0.15172560,-1.34470225,-3.75840555,-1.16554945,1.28878173,0.78783331,-0.17408757,-0.33756096,0.20316777,1.76017918
1.25535556,0.03389194,-0.74721952,-0.03803206,-2.07949706,-0.00339946,1.65323747,0.79120228,-0.27735804,-0.26234485,0.37590041,-0.97602561,0.05892915,-0.41509232,-0.00931685,-0.53225316,-1.79733841,-0.59013807,0.90155729,0.36448157,0.04554563,-0.15231882,-1.30118097,-3.75789189,-1.13415782,1.31046152,0.77717782,-0.17325160,-0.34272723,0.20325593,1.79733841
1.25635607,0.03361431,-0.74748288,-0.03765717,-2.08047913,-0.00334955,1.65283432,0.79119121,-0.27710355,-0.26337118,0.37611311,-0.97679769,0.05557542,-0.41401463,-0.00982622,-0.53039887,-1.82617320,-0.58746944,0.92831676,0.36712387,0.05035569,-0.15290968,-1.28785465,-3.74208839,-1.18146656,1.40637334,0.80100768,-0.16898761,-0.33905273,0.20334625,1.82617320
1.25735658,0.03334404,-0.74774266,-0.03729131,-2.08146047,-0.00329548,1.65242731,0.79117920,-0.27529247,-0.26218819,0.37077543,-0.97609827,0.05400958,-0.40975791,-0.01042304,-0.52439371,-1.84903039,-0.57872668,0.95371113,0.36980316,0.05540373,-0.15350023,-1.29461646,-3.76032621,-1.14738166,1.48558553,0.81237203,-0.18629627,-0.33469573,0.20343639,1.84903039
1.25835709,0.03307086,-0.74799828,-0.03691880,-2.08242786,-0.00324440,1.65203254,0.79116541,-0.27454532,-0.26096473,0.37428845,-0.97392416,0.05296546,-0.40667238,-0.01102505,-0.51550763,-1.87001931,-0.56624179,0.98023895,0.37250887,0.06082645,-0.15408838,-1.28883475,-3.77537405,-1.24315578,1.53966982,0.81971545,-0.19614776,-0.33021456,0.20352521,1.87001931
1.25935761,0.03280234,-0.74826446,-0.03654922,-2.08340283,-0.00318697,1.65162573,0.79115694,-0.27367216,-0.26328445,0.37113353,-0.97100174,0.05410086,-0.40727972,-0.00980316,-0.50553329,-1.88867595,-0.55399438,1.00662714,0.37514813,0.06638784,-0.15466995,-1.28218008,-3.73552642,-1.23887043,1.58653518,0.81180983,-0.17892041,-0.33875329,0.20361462,1.88867595
1.26035812,0.03253459,-0.74852970,-0.03619246,-2.08436582,-0.00313909,1.65122436,0.79115418,-0.27082875,-0.26352401,0.36835750,-0.97211763,0.05229235,-0.40177922,-0.00767882,-0.49492843,-1.90121467,-0.54240888,1.03044904,0.37772204,0.07178514,-0.15522808,-1.30377678,-3.73156616,-1.24154814,1.69014110,0.82482781,-0.20477286,-0.35386484,0.20370284,1.90121467
1.26135863,0.03226910,-0.74879004,-0.03583095,-2.08532415,-0.00308906,1.65082816,0.79114550,-0.26991037,-0.26288028,0.36553601,-0.96683229,0.05181661,-0.40242286,-0.00882299,-0.48323577,-1.90709300,-0.52922195,1.05088259,0.38034511,0.07678642,-0.15577074,-1.29770659,-3.73459158,-1.24286452,1.70465480,0.82847013,-0.18738959,-0.34580576,0.20379057,1.90709300
1.26235914,0.03200196,-0.74904583,-0.03546688,-2.08628987,-0.00303786,1.65042362,0.79113155,-0.26916382,-0.26019715,0.36324166,-0.96557605,0.05223361,-0.40443780,-0.01031464,-0.47018186,-1.90928084,-0.51325502,1.06796822,0.38313951,0.08121008,-0.15634301,-1.28990957,-3.77304265,-1.25519704,1.77791814,0.82569953,-0.16003284,-0.33501681,0.20387890,1.90928084
1.26335965,0.03173395,-0.74930095,-0.03509862,-2.08722126,-0.00297202,1.65001989,0.79112848,-0.26775931,-0.25944008,0.36412735,-0.95688247,0.05633209,-0.40483061,-0.00699523,-0.45635972,-1.90999672,-0.49570787,1.08084872,0.38610384,0.08487838,-0.15695712,-1.29035469,-3.77350624,-1.31036047,1.74192401,0.79625921,-0.14361600,-0.35846471,0.20396405,1.90999672
1.26436016,0.03147417,-0.74957063,-0.03474944,-2.08817385,-0.00291711,1.64962409,0.79110829,-0.26643093,-0.26303381,0.35900950,-0.95326811,0.05682536,-0.40182318,-0.01113409,-0.44245253,-1.90373291,-0.47787721,1.08473734,0.38901789,0.08740523,-0.15760069,-1.28877504,-3.71074105,-1.27524966,1.78072028,0.79276481,-0.15108817,-0.32883101,0.20405100,1.90373291
1.26536067,0.03121871,-0.74983334,-0.03439864,-2.08912852,-0.00286124,1.64923044,0.79110721,-0.26263470,-0.26251536,0.35886612,-0.95170252,0.05640376,-0.39900626,-0.00759909,-0.42857827,-1.88441513,-0.45915941,1.07651842,0.39168052,0.08867661,-0.15825361,-1.32414179,-3.71433878,-1.31635417,1.84940525,0.79530135,-0.15752725,-0.35383610,0.20413805,1.88441513
1.26636118,0.03096175,-0.75009403,-0.03405091,-2.09006284,-0.00280848,1.64884222,0.79110414,-0.26025680,-0.26181181,0.35446676,-0.94916325,0.05515253,-0.39572559,-0.00616570,-0.41541908,-1.85546667,-0.43981327,1.05930591,0.39403525,0.08907578,-0.15886437,-1.33789538,-3.71920553,-1.29519111,1.90444028,0.80397259,-0.16705558,-0.36402223,0.20422319,1.85546667
1.26736169,0.03070712,-0.75035546,-0.03370065,-2.09100282,-0.00275229,1.64844837,0.79109272,-0.25978293,-0.26084451,0.35387006,-0.94799405,0.05527556,-0.39503259,-0.00837661,-0.40311384,-1.82364854,-0.41979300,1.03762619,0.39613166,0.08897159,-0.15941940,-1.32672789,-3.72722266,-1.33088172,1.97846216,0.80260486,-0.15821453,-0.34826729,0.20430877,1.82364854
1.26836221,0.03044183,-0.75061123,-0.03336232,-2.09192489,-0.00269597,1.64804541,0.79108595,-0.26178449,-0.25954653,0.34881124,-0.94285167,0.05480053,-0.39704355,-0.00705086,-0.39030492,-1.79313458,-0.39723378,1.01414467,0.39809109,0.08852157,-0.15994497,-1.27788252,-3.73629043,-1.29941667,1.99722123,0.80565455,-0.12942287,-0.35750027,0.20439264,1.79313458
1.26936272,0.03018644,-0.75087309,-0.03303055,-2.09286761,-0.00264958,1.64765409,0.79108315,-0.25929464,-0.26009692,0.34325714,-0.94391623,0.05190308,-0.39648533,-0.00644474,-0.37486294,-1.76551518,-0.36825992,0.99031542,0.40008967,0.08782446,-0.16043536,-1.29279777,-3.72482908,-1.26096193,2.10624251,0.82602865,-0.11923268,-0.36185709,0.20447828,1.76551518
1.27036323,0.02993431,-0.75113955,-0.03269685,-2.09379863,-0.00260265,1.64726115,0.79107899,-0.25770847,-0.26151803,0.34243907,-0.93779798,0.05004262,-0.39501141,-0.00608309,-0.35649700,-1.73882439,-0.33188255,0.96627408,0.40219613,0.08690302,-0.16088906,-1.29557749,-3.69027193,-1.28904819,2.11156169,0.83886774,-0.11503324,-0.36445408,0.20456279,1.73882439
1.27136374,0.02967826,-0.75138984,-0.03236677,-2.09472336,-0.00255842,1.64685636,0.79107273,-0.25683653,-0.25849114,0.33788442,-0.93619749,0.04876583,-0.40015129,-0.00507105,-0.33653808,-1.71162449,-0.29102273,0.94174040,0.40440135,0.08570561,-0.16132089,-1.28780159,-3.73107133,-1.26684906,2.18385634,0.84791968,-0.06387121,-0.37145044,0.20464667,1.71162449
1.27236425,0.02943099,-0.75164686,-0.03203497,-2.09563272,-0.00250311,1.64644062,0.79107013,-0.25502414,-0.25743383,0.33738076,-0.92623444,0.05032755,-0.40428119,-0.00438502,-0.31594159,-1.68595272,-0.24825864,0.91718147,0.40674328,0.08426477,-0.16173977,-1.29344222,-3.73191783,-1.29981615,2.13567425,0.83634657,-0.01878950,-0.37636578,0.20472910,1.68595272
1.27336476,0.02918397,-0.75189476,-0.03170835,-2.09654462,-0.00245746,1.64603796,0.79106215,-0.25268296,-0.25529537,0.33459031,-0.92328928,0.04950095,-0.40237534,-0.00542099,-0.29595329,-1.66246222,-0.20667418,0.89197588,0.40914719,0.08260234,-0.16216457,-1.30667893,-3.75656749,-1.30206858,2.18799862,0.84192972,-0.01665565,-0.36892340,0.20481168,1.66246222
1.27436527,0.02892953,-0.75214109,-0.03138876,-2.09747076,-0.00241105,1.64563901,0.79105757,-0.25359065,-0.25136666,0.32877675,-0.92428310,0.04794143,-0.40251167,-0.00379375,-0.27649723,-1.64596345,-0.16632397,0.86971966,0.41171326,0.08114197,-0.16258728,-1.27367497,-3.81095806,-1.26238637,2.29924514,0.85269826,-0.00029474,-0.38026697,0.20489543,1.64596345
1.27536578,0.02869252,-0.75238691,-0.03106526,-2.09840194,-0.00236575,1.64521909,0.79105727,-0.24853552,-0.24992905,0.32730833,-0.92552519,0.04649123,-0.40677398,-0.00331412,-0.25699901,-1.64540215,-0.12570962,0.85860095,0.41472192,0.08071000,-0.16297567,-1.32620353,-3.83093862,-1.28494429,2.41410156,0.86247683,0.04603966,-0.38376648,0.20497958,1.64540215
