t,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,tau_ext0,tau_ext1,tau_ext2,tau_ext3,tau_ext4,tau_ext5,tau_ext6,tau_cmd0,tau_cmd1,tau_cmd2,tau_cmd3,tau_cmd4,tau_cmd5,tau_cmd6,sigma_min,tau_ext_max
0.27103957,0.04241040,-0.82521838,-0.00125372,-2.28325604,0.00442088,1.53190764,0.78652475,0.39959155,-0.28532808,-0.01699462,-0.81010454,0.00518753,-0.57355366,0.01241653,0.21634242,-1.46003103,-0.58419340,0.46622135,0.55117652,-0.18582962,0.03176304,2.59587142,-1.92092396,-0.83073569,-3.92923618,0.74273400,-1.26283997,0.21307755,0.21998385,1.46003103
0.27203971,0.04282742,-0.82551118,-0.00127521,-2.28407789,0.00443476,1.53133037,0.78653533,0.40274557,-0.28880345,-0.01920124,-0.81616673,0.00737457,-0.57886195,0.01214405,0.18942249,-1.45589074,-0.60895294,0.47173377,0.55015279,-0.18407019,0.03223168,2.57036936,-1.89023458,-0.81633654,-3.85463181,0.72794488,-1.23686594,0.21670224,0.22004134,1.45589074
0.27303986,0.04324619,-0.82580218,-0.00129397,-2.28491063,0.00444341,1.53075098,0.78654363,0.40836359,-0.28883835,-0.01913606,-0.82016025,0.00854467,-0.57788820,0.01099475,0.16416233,-1.44741347,-0.62954183,0.47806851,0.54946988,-0.18181542,0.03269061,2.50952840,-1.91098658,-0.83411823,-3.80594518,0.72042598,-1.25468747,0.22658854,0.22009948,1.44741347
0.27404001,0.04366043,-0.82608770,-0.00130721,-2.28573899,0.00445189,1.53014917,0.78655525,0.40821559,-0.28822640,-0.01697162,-0.82610932,0.00858123,-0.58529297,0.01123371,0.13927661,-1.43894400,-0.64825366,0.48797247,0.54900171,-0.17889134,0.03313448,2.52889745,-1.94617219,-0.88197949,-3.72858495,0.72091535,-1.21269814,0.22660493,0.22015724,1.43894400
0.27504015,0.04408006,-0.82637832,-0.00132886,-2.28657154,0.00445949,1.52956562,0.78657613,0.41083838,-0.28888234,-0.01832191,-0.82542100,0.00863258,-0.58567868,0.01450079,0.11481206,-1.43383014,-0.66648484,0.50231870,0.54864617,-0.17536575,0.03359310,2.50958080,-1.95267964,-0.87990689,-3.74521162,0.72131792,-1.22028573,0.20491828,0.22021515,1.43383014
0.27604030,0.04449397,-0.82667528,-0.00134936,-2.28741396,0.00446895,1.52895327,0.78658347,0.41212036,-0.29079681,-0.01920359,-0.82709705,0.00908553,-0.59589182,0.01211265,0.09194381,-1.42922203,-0.68283804,0.51747477,0.54830746,-0.17162900,0.03407538,2.50935184,-1.94290990,-0.88533210,-3.72676535,0.71883940,-1.15760312,0.22351020,0.22027367,1.42922203
0.27704044,0.04492583,-0.82696497,-0.00137224,-2.28823351,0.00447460,1.52837124,0.78660098,0.41817283,-0.29109456,-0.02030928,-0.82441934,0.00747134,-0.59217114,0.01366790,0.07109124,-1.42037755,-0.69613614,0.52846443,0.54784797,-0.16812342,0.03456011,2.44041464,-1.95275913,-0.88779485,-3.77165152,0.73085658,-1.19370928,0.21396735,0.22033047,1.42037755
0.27804059,0.04534642,-0.82725524,-0.00139563,-2.28909008,0.00447947,1.52776268,0.78661636,0.41871312,-0.28990518,-0.02100768,-0.83266869,0.00674855,-0.59754167,0.01474965,0.05206784,-1.40835995,-0.70645348,0.53476411,0.54725800,-0.16496206,0.03506161,2.45076019,-1.99502882,-0.89176035,-3.65738085,0.73696986,-1.16520287,0.20791146,0.22038972,1.40835995
0.27904074,0.04577835,-0.82754233,-0.00141833,-2.28993359,0.00448647,1.52715576,0.78663308,0.42231282,-0.29022480,-0.02184179,-0.83706365,0.00641758,-0.59771144,0.01523749,0.03522360,-1.39967273,-0.71382809,0.54144209,0.54677624,-0.16183488,0.03560863,2.41660975,-2.01089235,-0.89636634,-3.59902598,0.74004578,-1.17287702,0.20591701,0.22044795,1.39967273
0.28004088,0.04621443,-0.82783882,-0.00144082,-2.29078501,0.00449256,1.52653650,0.78664347,0.42592512,-0.29217010,-0.02207606,-0.84057462,0.00649909,-0.60759832,0.01333937,0.02050138,-1.39638137,-0.71890779,0.55120712,0.54654666,-0.15859850,0.03617635,2.38118392,-2.00220762,-0.91159208,-3.55143642,0.74021873,-1.11172051,0.22093950,0.22050663,1.39638137
0.28104103,0.04664920,-0.82814526,-0.00146744,-2.29164642,0.00450279,1.52590756,0.78666181,0.43058995,-0.29571095,-0.02317091,-0.84355259,0.00714259,-0.61260015,0.01645857,0.00712850,-1.39359070,-0.72287878,0.56164253,0.54650319,-0.15544612,0.03672905,2.33120315,-1.96606674,-0.91522492,-3.51099915,0.73617227,-1.08407635,0.20042721,0.22056587,1.39359070
0.28204117,0.04708766,-0.82844229,-0.00149093,-2.29250477,0.00450600,1.52527280,0.78667317,0.43191506,-0.29623995,-0.02292870,-0.84943162,0.00672433,-0.61908104,0.01496866,-0.00514602,-1.38766376,-0.72637020,0.57102248,0.54663152,-0.15245753,0.03726246,2.32754144,-1.97999395,-0.93553128,-3.42803693,0.74003603,-1.04584286,0.21255644,0.22062480,1.38766376
0.28304132,0.04752043,-0.82874864,-0.00151714,-2.29336369,0.00451126,1.52465410,0.78668336,0.43398010,-0.29926136,-0.02391173,-0.84944741,0.00705508,-0.61947821,0.01451257,-0.01567952,-1.37781421,-0.72920434,0.57845606,0.54697437,-0.14969627,0.03776716,2.31357192,-1.94807663,-0.94089895,-3.42872393,0.73840111,-1.05051620,0.21745573,0.22068362,1.37781421
0.28404147,0.04796206,-0.82906324,-0.00155174,-2.29423680,0.00452463,1.52401148,0.78669174,0.43679566,-0.30324759,-0.02714597,-0.85266099,0.00903066,-0.62752041,0.01282146,-0.02346413,-1.36045948,-0.72981039,0.58080125,0.54751567,-0.14743868,0.03823592,2.28945326,-1.90248865,-0.91221168,-3.38264397,0.72500324,-1.00044737,0.23111355,0.22074330,1.36045948
0.28504161,0.04841181,-0.82936172,-0.00158329,-2.29508526,0.00453485,1.52337513,0.78670689,0.43953704,-0.30192730,-0.02787313,-0.85228443,0.00929468,-0.63236226,0.01357957,-0.02797089,-1.33399067,-0.72658030,0.57613757,0.54818907,-0.14586554,0.03868915,2.26468489,-1.93779887,-0.91770358,-3.38638131,0.72373526,-0.97293599,0.22730070,0.22080119,1.33399067
0.28604176,0.04884922,-0.82967609,-0.00160952,-2.29595309,0.00454217,1.52272999,0.78671747,0.43958329,-0.30593102,-0.02698178,-0.85442748,0.00811926,-0.63713953,0.01236217,-0.02937887,-1.30066067,-0.72025190,0.56481472,0.54885994,-0.14497593,0.03913294,2.27729168,-1.89320373,-0.95131849,-3.35431444,0.73243602,-0.94528650,0.23751385,0.22086027,1.30066067
0.28704190,0.04929392,-0.82998380,-0.00164635,-2.29680343,0.00454949,1.52208968,0.78672664,0.44145884,-0.30755713,-0.02988267,-0.85538029,0.00711550,-0.63735146,0.01134936,-0.02765436,-1.26042539,-0.71161370,0.54670217,0.54939423,-0.14474230,0.03954101,2.26551044,-1.88065383,-0.92622489,-3.34035443,0.74016114,-0.94964352,0.24637199,0.22091804,1.26042539
0.28804205,0.04973586,-0.83030082,-0.00168142,-2.29767798,0.00455240,1.52144329,0.78673891,0.44011209,-0.30824886,-0.03149072,-0.85979881,0.00516150,-0.64233452,0.01092284,-0.02194615,-1.21504954,-0.69916270,0.52343067,0.54983579,-0.14498360,0.03991169,2.29880948,-1.88545923,-0.91852122,-3.27361837,0.75483543,-0.92031855,0.25099386,0.22097732,1.21504954
0.28904220,0.05017578,-0.83060597,-0.00171125,-2.29855081,0.00455944,1.52081096,0.78675510,0.44027204,-0.30778864,-0.03134886,-0.86366332,0.00512560,-0.63890508,0.01284333,-0.01168396,-1.17082586,-0.68221857,0.49946740,0.55034925,-0.14535971,0.04027679,2.31060357,-1.90868644,-0.93662044,-3.21395313,0.75573084,-0.95046717,0.23898906,0.22103633,1.17082586
0.29004234,0.05062287,-0.83090459,-0.00174453,-2.29940566,0.00456339,1.52017141,0.78676134,0.44180001,-0.30503488,-0.03124738,-0.86299836,0.00452704,-0.64095503,0.01058398,0.00220272,-1.13414678,-0.66286340,0.47810484,0.55098530,-0.14575337,0.04064394,2.30230562,-1.96470761,-0.95341839,-3.21764004,0.76075350,-0.94161278,0.25674284,0.22109403,1.13414678
0.29104249,0.05106774,-0.83121167,-0.00178099,-2.30027413,0.00457184,1.51952808,0.78678224,0.44396954,-0.30572365,-0.03234526,-0.86617917,0.00547200,-0.64160471,0.01396699,0.01797906,-1.10806989,-0.64344060,0.45986222,0.55168866,-0.14629812,0.04100276,2.28568796,-1.96917193,-0.95403507,-3.16712148,0.75469211,-0.94229463,0.23426329,0.22115251,1.10806989
0.29204263,0.05150968,-0.83152258,-0.00181163,-2.30112582,0.00457924,1.51887525,0.78679424,0.44331141,-0.30704439,-0.03176360,-0.86485072,0.00589452,-0.64197741,0.01381335,0.03446353,-1.09001329,-0.62505342,0.44306744,0.55239778,-0.14715325,0.04134748,2.30731756,-1.96067264,-0.98148525,-3.18125971,0.75220117,-0.94405511,0.23695122,0.22120976,1.09001329
0.29304278,0.05195808,-0.83182887,-0.00184716,-2.30200972,0.00458592,1.51824151,0.78680149,0.44361249,-0.30735164,-0.03334593,-0.87165739,0.00584690,-0.64105851,0.01220276,0.05144958,-1.07654908,-0.60775082,0.42661710,0.55311805,-0.14831718,0.04165797,2.31687124,-1.97288080,-0.97374421,-3.07715468,0.75325737,-0.95603472,0.25012070,0.22126899,1.07654908
0.29404293,0.05239978,-0.83213460,-0.00187650,-2.30289084,0.00459428,1.51760400,0.78681641,0.44530654,-0.30654247,-0.03244877,-0.87267656,0.00646828,-0.63790386,0.01334731,0.06866811,-1.06873713,-0.59164335,0.41250281,0.55391753,-0.14954197,0.04193526,2.30592798,-1.99887645,-1.00426506,-3.05310189,0.74932438,-0.98312584,0.24360061,0.22132790,1.06873713
0.29504307,0.05284617,-0.83243923,-0.00191377,-2.30375993,0.00460898,1.51697953,0.78682728,0.44578362,-0.30638312,-0.03409521,-0.87415743,0.00961564,-0.63588009,0.01249715,0.08540845,-1.06762898,-0.57729760,0.40139889,0.55475494,-0.15076769,0.04221175,2.31268200,-2.01336808,-0.99621448,-3.02401648,0.72755782,-1.00273139,0.25124324,0.22138587,1.06762898
0.29604322,0.05329112,-0.83274907,-0.00195067,-2.30463763,0.00461826,1.51633966,0.78683925,0.44794000,-0.30735131,-0.03509994,-0.87302225,0.00977169,-0.63447073,0.01262482,0.10140983,-1.07057811,-0.56425648,0.39080788,0.55550029,-0.15221874,0.04251654,2.29504736,-2.00845484,-1.00001095,-3.03039882,0.72682212,-1.01699212,0.25196643,0.22144429,1.07057811
0.29704336,0.05373599,-0.83305388,-0.00198304,-2.30551112,0.00462598,1.51570059,0.78685589,0.44564749,-0.30802881,-0.03394130,-0.87574831,0.00930434,-0.63389585,0.01348619,0.11682114,-1.07409611,-0.55212321,0.37861896,0.55604376,-0.15404159,0.04288456,2.33886821,-2.01316498,-1.03457507,-2.98182160,0.73053366,-1.02545012,0.24733223,0.22150230,1.07409611
0.29804351,0.05418581,-0.83336620,-0.00201796,-2.30639413,0.00462979,1.51508180,0.78687093,0.44644945,-0.30836540,-0.03442233,-0.87647900,0.00759578,-0.62772225,0.01458391,0.13199156,-1.07701732,-0.54122542,0.36491108,0.55635022,-0.15621044,0.04334732,2.33938635,-2.01815861,-1.04544534,-2.96028564,0.74309472,-1.07386017,0.24111059,0.22156077,1.07701732
0.29904366,0.05463540,-0.83368080,-0.00205725,-2.30729913,0.00462908,1.51444599,0.78688264,0.44769093,-0.30964785,-0.03525021,-0.88293424,0.00410220,-0.63015875,0.01351511,0.14703303,-1.08033329,-0.53141531,0.35195881,0.55650697,-0.15853034,0.04389423,2.33422969,-2.01435501,-1.05050030,-2.85502260,0.76844437,-1.06124427,0.25025420,0.22162055,1.08033329
0.30004380,0.05509685,-0.83398961,-0.00208887,-2.30817471,0.00463473,1.51380243,0.78689136,0.45025627,-0.30977060,-0.03463024,-0.88235919,0.00384994,-0.63064176,0.01142278,0.16129252,-1.08509659,-0.52302137,0.34236744,0.55664392,-0.16076477,0.04448145,2.30815491,-2.02365031,-1.07873867,-2.85023471,0.77062777,-1.06146830,0.26668663,0.22167828,1.08509659
0.30104395,0.05555253,-0.83429536,-0.00212181,-2.30906831,0.00464500,1.51316756,0.78690769,0.45141615,-0.30857369,-0.03385211,-0.88288396,0.00593399,-0.63389431,0.01366205,0.17373688,-1.09159138,-0.51748403,0.33624718,0.55679856,-0.16292283,0.04509480,2.30254547,-2.05481007,-1.10748140,-2.82653165,0.75632889,-1.04263646,0.25243457,0.22173703,1.09159138
0.30204409,0.05599741,-0.83459881,-0.00215187,-2.30996488,0.00465584,1.51252551,0.78692157,0.45119582,-0.30584698,-0.03242650,-0.88468481,0.00714565,-0.63477454,0.01236084,0.18396142,-1.10225017,-0.51602567,0.33395619,0.55700615,-0.16498645,0.04574091,2.31719945,-2.11038287,-1.14447707,-2.78342759,0.74814295,-1.03998176,0.26309870,0.22179583,1.10225017
0.30304424,0.05646123,-0.83490413,-0.00218726,-2.31085601,0.00465919,1.51189412,0.78693147,0.45582905,-0.30589173,-0.03341187,-0.88810768,0.00565032,-0.63671002,0.01168686,0.19195338,-1.12056181,-0.51886823,0.33783714,0.55732936,-0.16665631,0.04638809,2.26277401,-2.12320493,-1.14820949,-2.71887017,0.75919928,-1.03031019,0.26956460,0.22185412,1.12056181
0.30404439,0.05690774,-0.83520723,-0.00222739,-2.31176685,0.00466253,1.51125162,0.78694265,0.45329652,-0.30470335,-0.03547004,-0.89528045,0.00533886,-0.63556248,0.01143662,0.19853834,-1.14833003,-0.52404917,0.35087246,0.55789958,-0.16750920,0.04700922,2.31123757,-2.15633754,-1.13214642,-2.59922089,0.76225489,-1.04161866,0.27301132,0.22191355,1.14833003
0.30504453,0.05736782,-0.83550371,-0.00226951,-2.31265254,0.00466566,1.51059768,0.78695739,0.45591706,-0.30297661,-0.03729059,-0.89518817,0.00539869,-0.64077148,0.01220293,0.20567299,-1.18646302,-0.52806159,0.37486746,0.55890421,-0.16730781,0.04762435,2.28539266,-2.19371797,-1.12179497,-2.58241664,0.76256280,-1.00740159,0.26914940,0.22197122,1.18646302
0.30604468,0.05782113,-0.83579909,-0.00230956,-2.31354735,0.00467253,1.50995447,0.78696593,0.45440951,-0.29964411,-0.03870538,-0.89613680,0.00645637,-0.64130837,0.01015396,0.21465458,-1.23455240,-0.52876538,0.40793988,0.56034845,-0.16623314,0.04825425,2.31798544,-2.25564906,-1.11533318,-2.54922883,0.75580257,-1.00629891,0.28530632,0.22202932,1.23455240
0.30704482,0.05827608,-0.83609735,-0.00235318,-2.31444711,0.00467773,1.50929920,0.78698146,0.45453194,-0.29946722,-0.04062849,-0.89407062,0.00703308,-0.64631039,0.01157562,0.22632619,-1.28980486,-0.52508246,0.44561718,0.56210002,-0.16467645,0.04890315,2.32685954,-2.26691654,-1.10478490,-2.55813898,0.75233151,-0.97293255,0.27678979,0.22208759,1.28980486
0.30804497,0.05872891,-0.83639347,-0.00239205,-2.31535098,0.00467921,1.50866888,0.78699722,0.45288058,-0.30003434,-0.04020756,-0.89880914,0.00543709,-0.64220115,0.01211070,0.24125553,-1.34713907,-0.51690672,0.48375448,0.56402502,-0.16295810,0.04957775,2.36000384,-2.27280221,-1.12839479,-2.47107337,0.76410907,-1.00472121,0.27447514,0.22214595,1.34713907
0.30904512,0.05918473,-0.83668926,-0.00243939,-2.31626541,0.00467825,1.50801213,0.78700995,0.45498205,-0.29825212,-0.04250245,-0.90145781,0.00267293,-0.64685422,0.01199503,0.25914532,-1.40434627,-0.50530395,0.52179608,0.56607248,-0.16118050,0.05027543,2.34167285,-2.31220929,-1.11019497,-2.41013907,0.78438448,-0.97365678,0.27689260,0.22220485,1.40434627
0.31004526,0.05965077,-0.83698659,-0.00247806,-2.31716378,0.00467878,1.50734996,0.78702032,0.45847627,-0.29750439,-0.04130493,-0.90162765,0.00122722,-0.65077561,0.01076486,0.27847113,-1.46214536,-0.49230436,0.56025364,0.56816771,-0.15947200,0.05096866,2.30064621,-2.33585170,-1.14659579,-2.38468088,0.79501957,-0.94715795,0.28720966,0.22226258,1.46214536
0.31104541,0.06011126,-0.83728710,-0.00252271,-2.31807823,0.00468269,1.50667564,0.78703920,0.45775497,-0.29927676,-0.04209669,-0.90339240,0.00185472,-0.66080429,0.01305048,0.29748378,-1.51811663,-0.48039151,0.59710355,0.57017725,-0.15810100,0.05163880,2.31976050,-2.32134028,-1.15375339,-2.33548583,0.79113701,-0.87704466,0.27248329,0.22232118,1.51811663
0.31204555,0.06056288,-0.83758945,-0.00256426,-2.31898832,0.00468111,1.50600716,0.78706258,0.45824197,-0.30000757,-0.04188064,-0.90195956,0.00138463,-0.66243807,0.01551386,0.31598748,-1.56715440,-0.47029458,0.62890855,0.57206721,-0.15728754,0.05229725,2.32197939,-2.31869504,-1.17645843,-2.33111905,0.79504466,-0.86568666,0.25626475,0.22237935,1.56715440
0.31304570,0.06101494,-0.83789497,-0.00261130,-2.31990793,0.00468401,1.50533824,0.78707992,0.45707582,-0.30275699,-0.04347067,-0.91050514,0.00249406,-0.66064958,0.01677151,0.33466601,-1.60643652,-0.46121993,0.65443573,0.57394149,-0.15698810,0.05293851,2.34895519,-2.29112230,-1.17044085,-2.18653075,0.78783227,-0.87846042,0.24881771,0.22243794,1.60643652
0.31404585,0.06147112,-0.83821100,-0.00265616,-2.32082233,0.00469127,1.50467556,0.78709055,0.45835894,-0.30565661,-0.04333543,-0.91011340,0.00350825,-0.66318777,0.01516135,0.35390518,-1.63489224,-0.45250800,0.67471232,0.57592685,-0.15696160,0.05352623,2.33922347,-2.25412227,-1.19330865,-2.16656951,0.78080485,-0.86065539,0.26174079,0.22249604,1.63489224
0.31504599,0.06193043,-0.83852358,-0.00269951,-2.32172668,0.00469949,1.50400125,0.78711638,0.45780261,-0.30679010,-0.04384257,-0.91217923,0.00485388,-0.66262599,0.01867432,0.37350588,-1.65077483,-0.44435600,0.68880219,0.57796199,-0.15721634,0.05405250,2.35562180,-2.24517867,-1.20442240,-2.11213529,0.77155551,-0.86390862,0.23805813,0.22255337,1.65077483
0.31604614,0.06240083,-0.83883052,-0.00275186,-2.32263046,0.00470558,1.50333256,0.78712912,0.45978442,-0.30760899,-0.04597270,-0.90822234,0.00554996,-0.66677145,0.01682238,0.39326698,-1.65356068,-0.43650453,0.69440070,0.57987219,-0.15797577,0.05454506,2.33540425,-2.23601489,-1.19225342,-2.14132531,0.76696068,-0.83401218,0.25256505,0.22261048,1.65356068
0.31704628,0.06286397,-0.83913397,-0.00280528,-2.32355367,0.00471170,1.50266433,0.78714793,0.46182587,-0.30495936,-0.04838157,-0.90999123,0.00584738,-0.66489011,0.01729672,0.41298347,-1.64644530,-0.42761885,0.69111290,0.58152935,-0.15933437,0.05501826,2.31627084,-2.28360471,-1.17153318,-2.08638142,0.76533091,-0.84651600,0.25052918,0.22266864,1.64644530
0.31804643,0.06333339,-0.83944179,-0.00284568,-2.32445449,0.00470695,1.50199168,0.78716375,0.46195967,-0.30491868,-0.04618362,-0.90927531,0.00321737,-0.66807775,0.01665615,0.43186456,-1.63552652,-0.41798630,0.68160329,0.58286436,-0.16110965,0.05547783,2.31980429,-2.29285263,-1.22381652,-2.06765310,0.78432926,-0.82294644,0.25641051,0.22272525,1.63552652
0.31904658,0.06381264,-0.83974111,-0.00289136,-2.32536751,0.00471097,1.50133781,0.78718820,0.46747518,-0.30383036,-0.04548528,-0.90931014,0.00244668,-0.66411667,0.01903285,0.44794857,-1.62438836,-0.41083634,0.66827575,0.58377191,-0.16312002,0.05593209,2.24814506,-2.31730564,-1.25285909,-2.03664289,0.78985753,-0.85025397,0.24075162,0.22278243,1.62438836
0.32004672,0.06428390,-0.84003935,-0.00293458,-2.32628273,0.00471725,1.50065630,0.78720022,0.47088263,-0.30198917,-0.04407599,-0.90959076,0.00428794,-0.66935145,0.01744337,0.45850080,-1.61499178,-0.40977404,0.65271973,0.58415421,-0.16530219,0.05637775,2.20650601,-2.35555497,-1.29169249,-1.99984254,0.77708290,-0.81164260,0.25349489,0.22283961,1.61499178
0.32104687,0.06476619,-0.84034027,-0.00297258,-2.32718171,0.00472752,1.49999594,0.78721363,0.47400782,-0.30220940,-0.04172807,-0.90912323,0.00658945,-0.66868598,0.01698965,0.46159659,-1.60885292,-0.41705239,0.63645372,0.58398958,-0.16756475,0.05679943,2.16669479,-2.36068443,-1.34695474,-1.97581730,0.76067892,-0.81506677,0.25818648,0.22289559,1.60885292
0.32204701,0.06523510,-0.84063753,-0.00301790,-2.32810067,0.00473432,1.49933033,0.78723439,0.47333249,-0.30029776,-0.04299438,-0.91375283,0.00669422,-0.66748064,0.01825972,0.45746680,-1.60685543,-0.43220199,0.62121186,0.58338399,-0.16969556,0.05720882,2.18374590,-2.39990208,-1.34410647,-1.87742336,0.76026314,-0.82203236,0.25047485,0.22295264,1.60685543
0.32304716,0.06571599,-0.84093259,-0.00306060,-2.32900874,0.00474146,1.49867466,0.78724832,0.47501769,-0.30012067,-0.04276423,-0.91614725,0.00655372,-0.66293622,0.01725601,0.44805073,-1.61131062,-0.45195540,0.61012740,0.58258432,-0.17136004,0.05763767,2.16516529,-2.41136096,-1.36634233,-1.81147495,0.76125407,-0.85253290,0.25899272,0.22300884,1.61131062
0.32404731,0.06619796,-0.84123676,-0.00310873,-2.32992933,0.00474805,1.49802154,0.78726133,0.47732572,-0.30167621,-0.04405469,-0.91834849,0.00702210,-0.66011507,0.01577653,0.43459769,-1.62125117,-0.47366569,0.60402677,0.58170617,-0.17247232,0.05807701,2.13811561,-2.39394007,-1.36700396,-1.74709089,0.75801687,-0.87080255,0.27087576,0.22306562,1.62125117
0.32504745,0.06668817,-0.84153729,-0.00315950,-2.33084130,0.00475876,1.49735907,0.78727653,0.48161951,-0.29980894,-0.04643417,-0.91272049,0.00857260,-0.66186607,0.01577430,0.41734278,-1.63202580,-0.49553458,0.59947450,0.58065788,-0.17335215,0.05850619,2.08253668,-2.42208766,-1.35063619,-1.79105995,0.74709436,-0.85609569,0.27230155,0.22312171,1.63202580
0.32604760,0.06717729,-0.84184126,-0.00320769,-2.33174617,0.00476474,1.49670171,0.78729194,0.48390624,-0.30213426,-0.04674155,-0.91171115,0.00763918,-0.65727752,0.01625466,0.39632942,-1.63877064,-0.51622562,0.59132275,0.57927047,-0.17444166,0.05893308,2.05363130,-2.38999810,-1.36773259,-1.77219178,0.75350452,-0.88590790,0.27031296,0.22317720,1.63877064
0.32704774,0.06766080,-0.84214482,-0.00325576,-2.33267984,0.00477393,1.49606061,0.78730492,0.48532204,-0.30261223,-0.04677076,-0.91645567,0.00788151,-0.65330285,0.01570366,0.37161260,-1.63902836,-0.53590712,0.57857304,0.57750609,-0.17573873,0.05936848,2.03819700,-2.39130291,-1.38575376,-1.66771591,0.75167249,-0.91236435,0.27570650,0.22323422,1.63902836
0.32804789,0.06816031,-0.84244696,-0.00330444,-2.33360043,0.00477320,1.49541930,0.78731872,0.48853348,-0.30173857,-0.04789828,-0.91983111,0.00458787,-0.64577106,0.01585472,0.34346466,-1.63622564,-0.55510258,0.56622309,0.57554787,-0.17677496,0.05982188,1.99630683,-2.41036142,-1.38719552,-1.58307035,0.77509220,-0.96346312,0.27613871,0.22329028,1.63622564
0.32904804,0.06865861,-0.84274909,-0.00335084,-2.33452144,0.00478042,1.49476547,0.78733647,0.48988519,-0.30264719,-0.04741691,-0.91941836,0.00489078,-0.65195146,0.01708478,0.31222286,-1.63410653,-0.57411682,0.55821699,0.57357876,-0.17727569,0.06032099,1.97895072,-2.40251237,-1.41510195,-1.54980869,0.77284157,-0.91748014,0.26880462,0.22334619,1.63410653
0.33004818,0.06914994,-0.84305274,-0.00339672,-2.33544707,0.00478973,1.49410551,0.78734894,0.49054103,-0.30288410,-0.04695004,-0.91899764,0.00544179,-0.65273218,0.01602978,0.27842539,-1.63166203,-0.59352989,0.55409886,0.57167087,-0.17729553,0.06089687,1.97197742,-2.40336327,-1.44212219,-1.51571423,0.76874570,-0.90878238,0.27772418,0.22340221,1.63166203
0.33104833,0.06965010,-0.84335223,-0.00344150,-2.33637104,0.00480236,1.49345055,0.78736721,0.49302205,-0.30171380,-0.04665614,-0.92452360,0.00783942,-0.65293634,0.01639741,0.24259200,-1.62955136,-0.61406127,0.55467261,0.56990576,-0.17668162,0.06156742,1.93958476,-2.43094085,-1.46417073,-1.39677273,0.75165058,-0.90451092,0.27643757,0.22345793,1.62955136
0.33204847,0.07013793,-0.84364871,-0.00348952,-2.33729814,0.00480954,1.49281776,0.78738635,0.49185508,-0.30020430,-0.04736863,-0.92473645,0.00807897,-0.64647076,0.01716891,0.20565689,-1.63203499,-0.63545604,0.56304413,0.56841634,-0.17507703,0.06233692,1.95900298,-2.45697904,-1.47146182,-1.35232248,0.74995621,-0.94746980,0.27223240,0.22351363,1.63203499
0.33304862,0.07064096,-0.84393614,-0.00354001,-2.33824231,0.00481598,1.49215910,0.78740120,0.49415891,-0.29510504,-0.04859249,-0.93028002,0.00828371,-0.65086779,0.01621590,0.16929630,-1.64477866,-0.65610485,0.58220892,0.56735482,-0.17223018,0.06318536,1.92967718,-2.54521943,-1.46720291,-1.22760036,0.74877308,-0.91334067,0.28039113,0.22357017,1.64477866
0.33404877,0.07115475,-0.84422790,-0.00359206,-2.33914503,0.00482475,1.49150879,0.78742096,0.49929819,-0.29524028,-0.05028730,-0.92228024,0.00870308,-0.65232658,0.01721887,0.13411683,-1.66961739,-0.67491759,0.61150645,0.56670135,-0.16823175,0.06408307,1.85726082,-2.53962639,-1.46432979,-1.29933003,0.74550051,-0.89906655,0.27449677,0.22362407,1.66961739
0.33504891,0.07165868,-0.84451529,-0.00364801,-2.34006528,0.00484117,1.49084647,0.78744388,0.50081778,-0.29236440,-0.05191423,-0.91880884,0.01022196,-0.65726988,0.01948905,0.10000810,-1.69999018,-0.69137747,0.64336524,0.56618446,-0.16371939,0.06501515,1.83723894,-2.58497097,-1.45766165,-1.30320605,0.73443147,-0.85987949,0.25961869,0.22367883,1.69999018
0.33604906,0.07216084,-0.84480572,-0.00369921,-2.34098070,0.00484631,1.49019151,0.78745983,0.50043491,-0.29040437,-0.05155397,-0.91888367,0.00884967,-0.65463684,0.01792151,0.06795394,-1.73157372,-0.70482899,0.67267771,0.56567172,-0.15911674,0.06596470,1.84290646,-2.61889678,-1.48093593,-1.25779090,0.74398783,-0.87402088,0.27194190,0.22373312,1.73157372
0.33704920,0.07267843,-0.84509072,-0.00374908,-2.34191428,0.00485066,1.48954915,0.78747340,0.50410681,-0.28920543,-0.05129821,-0.91987863,0.00829729,-0.65339244,0.01595203,0.03866573,-1.76535127,-0.71597270,0.70043803,0.56520793,-0.15436950,0.06689158,1.79028574,-2.64282639,-1.50392083,-1.19666511,0.74773051,-0.87891484,0.28720535,0.22378825,1.76535127
0.33804935,0.07318348,-0.84537855,-0.00380157,-2.34285786,0.00485462,1.48888366,0.78749844,0.50417412,-0.28868490,-0.05200557,-0.92474501,0.00709778,-0.65682128,0.01801108,0.01210584,-1.80218123,-0.72599775,0.72924300,0.56489688,-0.14936306,0.06777374,1.78987573,-2.65923500,-1.51151587,-1.07940853,0.75619384,-0.84983457,0.27370798,0.22384379,1.80218123
0.33904950,0.07368829,-0.84566411,-0.00384905,-2.34377852,0.00485827,1.48822018,0.78751687,0.50418376,-0.28885968,-0.05047450,-0.92588537,0.00569519,-0.66114968,0.01896452,-0.01117557,-1.84196218,-0.73527243,0.76135985,0.56492867,-0.14406924,0.06862319,1.78835830,-2.66364660,-1.55479602,-1.01574050,0.76584842,-0.81411914,0.26825102,0.22389781,1.84196218
